procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 390502848      0 330600    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390450496      0 375856    0    0 45676     0 3758 3948  0  0 100  0  0
 1  0      0 390447104      0 376020    0    0    60   892 6597 3999  0  0 99  0  0
 3  0      0 390380736      0 417144    0    0 41148     8 6941 5507  1  0 98  0  0
 0  1      0 390346080      0 435388    0    0 17828    12 5729 6832  3  0 96  0  0
 1  0      0 390345344      0 446748    0    0 16144    32 4374 5883  2  0 97  0  0
 0  0      0 390306816      0 450132    0    0  4336     4 2009 1831  1  0 99  0  0
50  0      0 390213376      0 456096    0    0  5956   636 6483 378309  2  1 97  0  0
47  0      0 390207616      0 456460    0    0   196    24 27355 305781  6  4 91  0  0
57  0      0 390209440      0 456660    0    0     0     0 25538 357980  6  4 90  0  0
45  0      0 390208704      0 456816    0    0   148     4 25926 239309  5  4 91  0  0
48  0      0 390212576      0 456844    0    0    20    44 23727 370033  4  3 92  0  0
30  0      0 390216256      0 456916    0    0   332    12 25249 135848  5  3 92  0  0
19  0      0 390224128      0 457224    0    0    44    16 23149 454800  4  4 92  0  0
44  0      0 390225184      0 457300    0    0     0     0 24410 696569  4  4 92  0  0
 1  0      0 390224960      0 457328    0    0    20     0 22421 1315342  4  4 92  0  0
55  0      0 390234784      0 457340    0    0    72     4 24056 418316  4  4 92  0  0
25  0      0 390237856      0 457412    0    0    64    40 23102 576368  4  4 92  0  0
39  0      0 390236928      0 457476    0    0     0     8 24090 767875  4  4 92  0  0
70  0      0 390225344      0 457476    0    0     0     0 22959 426837  4  4 92  0  0
44  0      0 390224736      0 457476    0    0     0    16 24097 883665  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
24  0      0 390224480      0 457476    0    0     0     0 21727 842091  4  4 93  0  0
 5  0      0 390224512      0 457476    0    0     0     4 24352 379543  4  3 92  0  0
69  0      0 390226560      0 457476    0    0     0    40 23546 1219757  4  4 93  0  0
38  0      0 390235424      0 457548    0    0     0    52 23035 590846  4  3 92  0  0
33  0      0 390237760      0 457548    0    0    88    32 22320 1346837  3  4 92  0  0
44  0      0 390245600      0 457636    0    0     0    16 23226 625452  4  4 92  0  0
14  0      0 390246368      0 457724    0    0     0     0 24243 478372  4  4 92  0  0
35  0      0 390247424      0 457732    0    0    32   192 22774 617293  4  4 92  0  0
34  0      0 390252992      0 457744    0    0     0    44 23419 810497  4  4 93  0  0
 1  0      0 390251776      0 457748    0    0     0     4 24482 508388  4  4 92  0  0
51  0      0 390258368      0 457760    0    0     0     0 22101 1280070  3  4 93  0  0
40  0      0 390248096      0 457768    0    0     0    20 24056 627786  4  4 92  0  0
49  0      0 390243328      0 457776    0    0     0     0 24526 507081  4  4 92  0  0
47  0      0 390247008      0 457852    0    0     0     4 23309 475473  4  4 92  0  0
22  0      0 390247520      0 457860    0    0    28   760 21839 625470  4  4 93  0  0
66  0      0 390242784      0 457892    0    0     0     4 21833 862155  4  4 92  0  0
26  0      0 390249216      0 457900    0    0     0    16 22348 688915  4  3 93  0  0
41  0      0 390250016      0 457908    0    0     0     0 22646 754946  4  4 92  0  0
47  0      0 390254400      0 457884    0    0    60   304 21634 1335792  3  4 93  0  0
23  0      0 390255712      0 457892    0    0     0     4 23054 884836  4  4 92  0  0
24  0      0 390258752      0 457904    0    0     0    44 21339 492387  4  3 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 390250688      0 457908    0    0     0     4 21911 569131  4  4 92  0  0
28  0      0 390252544      0 457924    0    0     0     0 22295 1266064  4  4 93  0  0
62  0      0 390254560      0 458000    0    0     0    16 24033 372374  4  4 92  0  0
54  0      0 390252288      0 458012    0    0     0     0 21253 1067447  4  4 92  0  0
59  0      0 390259264      0 458016    0    0     0     8 22916 550789  4  4 92  0  0
34  0      0 390260608      0 458028    0    0     0    40 23167 726535  4  4 92  0  0
56  0      0 390262304      0 458036    0    0     0     8 23989 519262  4  4 92  0  0
59  0      0 390263040      0 458044    0    0     0     0 23422 600917  4  4 92  0  0
47  0      0 390270720      0 458052    0    0     0    16 22550 494048  4  4 92  0  0
36  0      0 390255808      0 458060    0    0     0     0 24837 457542  4  4 92  0  0
64  0      0 390254624      0 458068    0    0     0     4 23282 909829  4  4 92  0  0
40  0      0 390252864      0 458076    0    0     0    40 23278 1132198  4  4 92  0  0
23  0      0 390258432      0 458156    0    0     0   400 21867 916841  4  4 93  0  0
68  0      0 390260512      0 458136    0    0     0   412 23298 1053539  4  4 92  0  0
45  0      0 390264384      0 458144    0    0     0     0 23991 522290  4  4 92  0  0
42  0      0 390261632      0 458152    0    0     0     0 23334 918496  4  4 92  0  0
42  0      0 390267328      0 458164    0    0    20     4 22822 604744  4  4 92  0  0
40  0      0 390267200      0 458164    0    0     0    44 23996 710939  4  4 92  0  0
24  0      0 390270240      0 458164    0    0     0     4 24208 305775  4  4 92  0  0
39  0      0 390261568      0 458164    0    0     0     0 24577 498378  4  4 92  0  0
42  0      0 390266656      0 458164    0    0     0    16 22493 1176161  3  4 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
56  0      0 390267232      0 458164    0    0     0     0 23356 811726  4  4 92  0  0
35  0      0 390284160      0 458660    0    0     0     4 23663 740054  4  4 92  0  0
57  0      0 390285824      0 458660    0    0     0    40 24055 521837  4  4 92  0  0
46  0      0 390271008      0 458660    0    0     0     4 24560 590678  4  4 92  0  0
52  0      0 390276640      0 458660    0    0     0     0 24195 303964  4  3 92  0  0
56  0      0 390279680      0 458660    0    0     0    16 24592 702630  4  4 92  0  0
41  0      0 390282688      0 458748    0    0     0     0 24263 810738  4  4 92  0  0
25  0      0 390284480      0 458760    0    0     0    16 24197 528888  4  4 92  0  0
31  0      0 390281952      0 458800    0    0    32    44 23119 217490  4  3 92  0  0
30  0      0 390282272      0 458808    0    0     0     4 23795 691579  4  4 92  0  0
52  0      0 390286720      0 458816    0    0     0     0 23962 496153  4  4 92  0  0
44  0      0 390267072      0 458892    0    0     0    16 24631 669872  4  4 92  0  0
 6  0      0 390271424      0 458900    0    0     0   664 20821 1168249  3  4 93  0  0
10  0      0 390273024      0 458908    0    0     0     4 22206 724874  4  4 92  0  0
54  0      0 390277408      0 458916    0    0     0    40 21980 583078  4  4 92  0  0
26  0      0 390263296      0 458924    0    0     0     4 23111 705192  4  4 92  0  0
49  0      0 390269248      0 458932    0    0     0    16 22972 493973  4  4 92  0  0
