procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 391372608      0 286724    0    0     1     1    0    0  0  0 100  0  0
 2  0      0 391269536      0 349808    0    0 62620    48 8763 7641  5  0 95  1  0
 1  0      0 391191968      0 355404    0    0  5608   964 9959 6842  3  1 96  0  0
 3  0      0 391149440      0 359240    0    0  4000     8 10191 4708  5  1 95  0  0
 2  0      0 391130816      0 371152    0    0 13580     4 5602 6944  3  0 96  0  0
 3  0      0 391052288      0 385504    0    0 13300    32 4521 5208  3  0 97  0  0
 0  0      0 391002912      0 389784    0    0  7436     4 2853 3233  2  0 98  0  0
 4  0      0 390996128      0 391120    0    0  1384   536 2419 3585  2  0 98  0  0
 4  0      0 390959616      0 392460    0    0   892     0 8121 16950  6  0 93  0  0
 8  0      0 390948800      0 392468    0    0    32     4 8516 22803  6  1 93  0  0
 8  0      0 390889856      0 392568    0    0    92     4 9658 25891  7  1 92  0  0
 8  0      0 390887008      0 392576    0    0     8   564 10835 31522  7  1 92  0  0
 7  0      0 390880448      0 392632    0    0    48     4 9905 32298  6  1 93  0  0
 7  0      0 390872160      0 392728    0    0    88     0 11346 39045  6  1 93  0  0
 8  0      0 390839648      0 392736    0    0     4    28 15207 62715  6  1 93  0  0
 7  0      0 390836416      0 392812    0    0     0     0 17465 80739  6  2 92  0  0
 6  0      0 390834016      0 392824    0    0     0     4 18029 81278  6  1 93  0  0
 6  0      0 390831776      0 392828    0    0     0    40 17686 81456  6  1 93  0  0
 7  0      0 390824704      0 392840    0    0     0     4 15782 74585  6  1 93  0  0
 6  0      0 390824224      0 392844    0    0     0     0 17907 86985  6  1 93  0  0
 6  0      0 390822528      0 392856    0    0     0    88 17743 86319  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 390821504      0 392860    0    0    16   188 20630 100805  6  2 92  0  0
 6  0      0 390821824      0 392872    0    0     0     4 22156 114104  6  2 92  0  0
 8  0      0 390821472      0 392876    0    0     0    40 24754 125819  6  2 92  0  0
 8  0      0 390822048      0 392888    0    0     0     4 23500 132020  6  2 92  0  0
 6  0      0 390823936      0 392964    0    0     0     0 27552 150451  6  3 92  0  0
 7  0      0 390823744      0 392972    0    0     0    16 27658 152817  6  3 92  0  0
 7  0      0 390808576      0 392980    0    0     8    16 35928 202235  5  4 91  0  0
 8  0      0 390809024      0 392988    0    0     8    36 40437 223309  5  4 90  0  0
 7  0      0 390806848      0 393000    0    0     0    44 41832 225145  5  5 90  0  0
 6  0      0 390803616      0 393004    0    0     0    80 42089 215732  5  5 90  0  0
 7  0      0 390808480      0 393016    0    0     0   120 40314 227745  5  5 90  0  0
 7  0      0 390808256      0 393024    0    0     0     0 41541 223753  5  5 90  0  0
 7  0      0 390807488      0 393032    0    0     0   280 39969 224339  5  5 90  0  0
 7  0      0 390808576      0 393040    0    0     0     4 41978 227484  5  5 90  0  0
 8  0      0 390810112      0 393120    0    0     0    40 40981 219571  5  5 90  0  0
 6  0      0 390814624      0 393128    0    0     0     4 40197 232722  5  5 90  0  0
 5  0      0 390818656      0 393104    0    0     0     0 38879 229464  5  5 90  0  0
 8  0      0 390823904      0 393104    0    0    24   320 37803 240607  5  5 90  0  0
 6  0      0 390827840      0 393120    0    0   260     0 40627 234719  5  5 90  0  0
 9  0      0 390827232      0 393120    0    0     0     4 37826 236571  5  5 90  0  0
 7  0      0 390834912      0 393120    0    0     0   120 39233 233421  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 390836160      0 393120    0    0     0     4 35975 233141  5  5 90  0  0
 6  0      0 390834848      0 393120    0    0     0     0 37772 229213  5  5 90  0  0
 5  0      0 390836448      0 393120    0    0     0    20 37552 235840  5  5 90  0  0
 6  0      0 390838944      0 393156    0    0     0     0 40462 222170  5  5 90  0  0
 6  0      0 390844640      0 393156    0    0     0     4 39911 227152  5  5 90  0  0
 7  0      0 390842240      0 393156    0    0     0    40 38431 223793  5  5 90  0  0
 8  0      0 390844320      0 393448    0    0     0     8 41789 224329  5  5 90  0  0
 6  0      0 390842432      0 393456    0    0     0    16 41969 214001  5  5 90  0  0
 6  0      0 390840352      0 393464    0    0     0    76 35406 234141  5  5 90  0  0
 9  0      0 390838368      0 393472    0    0     0     0 37830 233060  5  5 90  0  0
 5  0      0 390843456      0 393480    0    0     0     8 38277 220266  5  5 90  0  0
 6  0      0 390842752      0 393488    0    0     0    40 41609 232581  5  5 90  0  0
 7  0      0 390844576      0 393496    0    0     0     4 42379 223129  5  5 90  0  0
 7  0      0 390849376      0 393576    0    0     0     0 40550 229513  5  5 90  0  0
 9  0      0 390849280      0 393584    0    0     0    16 36279 229782  5  5 90  0  0
 8  0      0 390850880      0 393592    0    0     0     0 38821 227370  5  5 90  0  0
 6  0      0 390855456      0 393600    0    0     0     4 39445 221831  5  5 90  0  0
 9  0      0 390853440      0 393608    0    0     0    56 39334 238755  5  5 90  0  0
 7  0      0 390854336      0 393616    0    0     0     4 39603 235414  5  5 90  0  0
 7  0      0 390858336      0 393624    0    0     0    72 38226 237281  5  4 90  0  0
 9  0      0 390859040      0 393636    0    0     4   364 38819 222162  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
