Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

03:09:40 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:09:41 PM  1000   3372303  291.00    5.00    0.00    0.00  296.00     3  java
03:09:42 PM  1000   3372303  286.00    7.00    0.00    0.00  293.00     3  java
03:09:43 PM  1000   3372303  253.00    8.00    0.00    0.00  261.00     3  java
03:09:44 PM  1000   3372303  192.00    5.00    0.00    0.00  197.00     3  java
03:09:45 PM  1000   3372303  165.00    2.00    0.00    0.00  167.00     3  java
03:09:46 PM  1000   3372303    0.00    0.00    0.00    0.00    0.00     3  java
03:09:47 PM  1000   3372303    0.00    0.00    0.00    0.00    0.00     3  java
03:09:48 PM  1000   3372303    0.00    0.00    0.00    0.00    0.00     3  java
03:09:49 PM  1000   3372303  226.00    8.00    0.00    0.00  234.00     3  java
03:09:50 PM  1000   3372303  368.00   10.00    0.00    0.00  378.00     3  java
03:09:51 PM  1000   3372303  371.00   14.00    0.00    0.00  385.00     3  java
03:09:52 PM  1000   3372303  376.00   13.00    0.00    0.00  389.00     3  java
03:09:53 PM  1000   3372303  375.00   16.00    0.00    0.00  391.00     3  java
03:09:54 PM  1000   3372303  378.00   13.00    0.00    0.00  391.00     3  java
03:09:55 PM  1000   3372303  367.00   21.00    0.00    0.00  388.00     3  java
03:09:56 PM  1000   3372303  354.00   33.00    0.00    0.00  387.00     3  java
03:09:57 PM  1000   3372303  353.00   32.00    0.00    0.00  385.00     3  java
03:09:58 PM  1000   3372303  354.00   33.00    0.00    0.00  387.00     3  java
03:09:59 PM  1000   3372303  350.00   32.00    0.00    0.00  382.00     3  java
03:10:00 PM  1000   3372303  358.00   29.00    0.00    0.00  387.00     3  java
03:10:01 PM  1000   3372303  355.00   31.00    0.00    0.00  386.00     3  java
03:10:02 PM  1000   3372303  350.00   34.00    0.00    0.00  384.00     3  java
03:10:03 PM  1000   3372303  345.00   39.00    0.00    0.00  384.00     3  java
03:10:04 PM  1000   3372303  335.00   46.00    0.00    0.00  381.00     3  java
03:10:05 PM  1000   3372303  336.00   44.00    0.00    0.00  380.00     3  java
03:10:06 PM  1000   3372303  325.00   55.00    0.00    0.00  380.00     3  java
03:10:07 PM  1000   3372303  323.00   56.00    0.00    0.00  379.00     3  java
03:10:08 PM  1000   3372303  307.00   64.00    0.00    0.00  371.00     3  java
03:10:09 PM  1000   3372303  271.00   93.00    0.00    0.00  364.00     3  java
03:10:10 PM  1000   3372303  268.00   95.00    0.00    0.00  363.00     3  java
03:10:11 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:10:12 PM  1000   3372303  258.00  104.00    0.00    0.00  362.00     3  java
03:10:13 PM  1000   3372303  265.00  100.00    0.00    0.00  365.00     3  java
03:10:14 PM  1000   3372303  261.00  102.00    0.00    0.00  363.00     3  java
03:10:15 PM  1000   3372303  260.00  103.00    0.00    0.00  363.00     3  java
03:10:16 PM  1000   3372303  265.00   98.00    0.00    0.00  363.00     3  java
03:10:17 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:10:18 PM  1000   3372303  260.00  103.00    0.00    0.00  363.00     3  java
03:10:19 PM  1000   3372303  258.00  103.00    0.00    0.00  361.00     3  java
03:10:20 PM  1000   3372303  261.00  102.00    0.00    0.00  363.00     3  java
03:10:21 PM  1000   3372303  265.00   98.00    0.00    0.00  363.00     3  java
03:10:22 PM  1000   3372303  267.00   96.00    0.00    0.00  363.00     3  java
03:10:23 PM  1000   3372303  265.00   98.00    0.00    0.00  363.00     3  java
03:10:24 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:10:25 PM  1000   3372303  265.00   97.00    0.00    0.00  362.00     3  java
03:10:26 PM  1000   3372303  267.00   97.00    0.00    0.00  364.00     3  java
03:10:27 PM  1000   3372303  271.00   94.00    0.00    0.00  365.00     3  java
03:10:28 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:10:29 PM  1000   3372303  267.00   97.00    0.00    0.00  364.00     3  java
03:10:30 PM  1000   3372303  269.00   95.00    0.00    0.00  364.00     3  java
03:10:31 PM  1000   3372303  260.00  101.00    0.00    0.00  361.00     3  java
03:10:32 PM  1000   3372303  261.00  103.00    0.00    0.00  364.00     3  java
03:10:33 PM  1000   3372303  268.00   96.00    0.00    0.00  364.00     3  java
03:10:34 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:10:35 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:10:36 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:10:37 PM  1000   3372303  264.00  101.00    0.00    0.00  365.00     3  java
03:10:38 PM  1000   3372303  267.00   97.00    0.00    0.00  364.00     3  java
03:10:39 PM  1000   3372303  262.00  102.00    0.00    0.00  364.00     3  java
03:10:40 PM  1000   3372303  262.00  102.00    0.00    0.00  364.00     3  java
03:10:41 PM  1000   3372303  263.00  100.00    0.00    0.00  363.00     3  java
03:10:42 PM  1000   3372303  267.00   96.00    0.00    0.00  363.00     3  java
03:10:43 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:10:44 PM  1000   3372303  263.00   96.00    0.00    0.00  359.00     3  java
03:10:45 PM  1000   3372303  267.00   93.00    0.00    0.00  360.00     3  java
03:10:46 PM  1000   3372303  267.00   96.00    0.00    0.00  363.00     3  java
03:10:47 PM  1000   3372303  266.00   97.00    0.00    0.00  363.00     3  java
03:10:48 PM  1000   3372303  259.00  104.00    0.00    0.00  363.00     3  java
03:10:49 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:10:50 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:10:51 PM  1000   3372303  262.00  101.00    0.00    0.00  363.00     3  java
03:10:52 PM  1000   3372303  263.00   98.00    0.00    0.00  361.00     3  java
03:10:53 PM  1000   3372303  261.00  102.00    0.00    0.00  363.00     3  java
03:10:54 PM  1000   3372303  263.00  100.00    0.00    0.00  363.00     3  java
03:10:55 PM  1000   3372303  263.00   99.00    0.00    0.00  362.00     3  java
03:10:56 PM  1000   3372303  266.00   95.00    0.00    0.00  361.00     3  java
03:10:57 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:10:58 PM  1000   3372303  265.00   98.00    0.00    0.00  363.00     3  java
03:10:59 PM  1000   3372303  272.00   92.00    0.00    0.00  364.00     3  java
03:11:00 PM  1000   3372303  260.00   98.00    0.00    0.00  358.00     3  java
03:11:01 PM  1000   3372303  262.00  101.00    0.00    0.00  363.00     3  java
03:11:02 PM  1000   3372303  267.00   98.00    0.00    0.00  365.00     3  java
03:11:03 PM  1000   3372303  264.00  101.00    0.00    0.00  365.00     3  java
03:11:04 PM  1000   3372303  262.00  101.00    0.00    0.00  363.00     3  java
03:11:05 PM  1000   3372303  265.00  100.00    0.00    0.00  365.00     3  java
03:11:06 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:11:07 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:11:08 PM  1000   3372303  269.00   95.00    0.00    0.00  364.00     3  java
03:11:09 PM  1000   3372303  262.00  102.00    0.00    0.00  364.00     3  java
03:11:10 PM  1000   3372303  266.00   98.00    0.00    0.00  364.00     3  java
03:11:11 PM  1000   3372303  264.00  100.00    0.00    0.00  364.00     3  java
03:11:12 PM  1000   3372303  266.00   96.00    0.00    0.00  362.00     3  java
03:11:13 PM  1000   3372303  268.00   96.00    0.00    0.00  364.00     3  java
03:11:14 PM  1000   3372303  262.00  101.00    0.00    0.00  363.00     3  java
03:11:15 PM  1000   3372303  267.00   97.00    0.00    0.00  364.00     3  java
03:11:16 PM  1000   3372303  266.00   98.00    0.00    0.00  364.00     3  java
03:11:17 PM  1000   3372303  264.00  101.00    0.00    0.00  365.00     3  java
03:11:18 PM  1000   3372303  266.00   98.00    0.00    0.00  364.00     3  java
03:11:19 PM  1000   3372303  263.00   99.00    0.00    0.00  362.00     3  java
03:11:20 PM  1000   3372303  266.00   97.00    0.00    0.00  363.00     3  java
03:11:21 PM  1000   3372303  264.00  102.00    0.00    0.00  366.00     3  java
03:11:22 PM  1000   3372303  264.00   99.00    0.00    0.00  363.00     3  java
03:11:23 PM  1000   3372303  267.00   95.00    0.00    0.00  362.00     3  java
03:11:24 PM  1000   3372303  262.00  101.00    0.00    0.00  363.00     3  java
03:11:25 PM  1000   3372303  266.00   98.00    0.00    0.00  364.00     3  java
03:11:26 PM  1000   3372303  261.00  102.00    0.00    0.00  363.00     3  java
03:11:27 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:11:28 PM  1000   3372303  267.00   97.00    0.00    0.00  364.00     3  java
03:11:29 PM  1000   3372303  266.00   97.00    0.00    0.00  363.00     3  java
03:11:30 PM  1000   3372303  266.00   99.00    0.00    0.00  365.00     3  java
03:11:31 PM  1000   3372303  265.00   99.00    0.00    0.00  364.00     3  java
03:11:32 PM  1000   3372303  267.00   95.00    0.00    0.00  362.00     3  java
03:11:33 PM  1000   3372303  266.00   97.00    0.00    0.00  363.00     3  java
03:11:34 PM  1000   3372303  278.00   89.00    0.00    0.00  367.00     3  java
03:11:35 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:11:36 PM  1000   3372303  266.00   98.00    0.00    0.00  364.00     3  java
03:11:37 PM  1000   3372303  269.00   95.00    0.00    0.00  364.00     3  java
03:11:38 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:11:39 PM  1000   3372303  263.00  101.00    0.00    0.00  364.00     3  java
03:11:40 PM  1000   3372303  268.00   96.00    0.00    0.00  364.00     3  java
03:11:41 PM  1000   3372303  265.00   98.00    0.00    0.00  363.00     3  java
03:11:42 PM  1000   3372303  266.00   97.00    0.00    0.00  363.00     3  java
03:11:43 PM  1000   3372303  260.00  103.00    0.00    0.00  363.00     3  java
03:11:44 PM  1000   3372303  258.00  106.00    0.00    0.00  364.00     3  java
03:11:45 PM  1000   3372303  262.00  102.00    0.00    0.00  364.00     3  java
03:11:46 PM  1000   3372303  270.00   95.00    0.00    0.00  365.00     3  java
03:11:47 PM  1000   3372303  268.00   96.00    0.00    0.00  364.00     3  java
03:11:48 PM  1000   3372303  269.00   96.00    0.00    0.00  365.00     3  java
03:11:49 PM  1000   3372303  268.00   97.00    0.00    0.00  365.00     3  java
03:11:50 PM  1000   3372303  268.00   97.00    0.00    0.00  365.00     3  java
