Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

03:37:48 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:37:49 PM  1000   3394764  265.00    6.00    0.00    0.00  271.00     0  java
03:37:50 PM  1000   3394764  291.00    5.00    0.00    0.00  296.00     0  java
03:37:51 PM  1000   3394764  198.00    8.00    0.00    0.00  206.00     0  java
03:37:52 PM  1000   3394764  298.00    3.00    0.00    0.00  301.00     0  java
03:37:53 PM  1000   3394764   41.00    0.00    0.00    0.00   41.00     0  java
03:37:54 PM  1000   3394764    0.00    0.00    0.00    0.00    0.00     0  java
03:37:55 PM  1000   3394764    0.00    0.00    0.00    0.00    0.00     0  java
03:37:56 PM  1000   3394764    0.00    0.00    0.00    0.00    0.00     0  java
03:37:57 PM  1000   3394764  315.00   17.00    0.00    0.00  332.00     0  java
03:37:58 PM  1000   3394764  378.00   16.00    0.00    0.00  394.00     0  java
03:37:59 PM  1000   3394764  373.00   20.00    0.00    0.00  393.00     0  java
03:38:00 PM  1000   3394764  374.00   20.00    0.00    0.00  394.00     0  java
03:38:01 PM  1000   3394764  377.00   17.00    0.00    0.00  394.00     0  java
03:38:02 PM  1000   3394764  375.00   18.00    0.00    0.00  393.00     0  java
03:38:03 PM  1000   3394764  373.00   18.00    0.00    0.00  391.00     0  java
03:38:04 PM  1000   3394764  367.00   22.00    0.00    0.00  389.00     0  java
03:38:05 PM  1000   3394764  372.00   21.00    0.00    0.00  393.00     0  java
03:38:06 PM  1000   3394764  369.00   24.00    0.00    0.00  393.00     0  java
03:38:07 PM  1000   3394764  372.00   21.00    0.00    0.00  393.00     0  java
03:38:08 PM  1000   3394764  367.00   23.00    0.00    0.00  390.00     0  java
03:38:09 PM  1000   3394764  371.00   21.00    0.00    0.00  392.00     0  java
03:38:10 PM  1000   3394764  370.00   23.00    0.00    0.00  393.00     0  java
03:38:11 PM  1000   3394764  371.00   22.00    0.00    0.00  393.00     0  java
03:38:12 PM  1000   3394764  369.00   24.00    0.00    0.00  393.00     0  java
03:38:13 PM  1000   3394764  367.00   24.00    0.00    0.00  391.00     0  java
03:38:14 PM  1000   3394764  369.00   23.00    0.00    0.00  392.00     0  java
03:38:15 PM  1000   3394764  369.00   23.00    0.00    0.00  392.00     0  java
