procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 390189024      0 329552    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390148320      0 374560    0    0 45248    16 3283 3705  0  0 100  0  0
 1  0      0 390141888      0 374608    0    0    56  1076 6531 4028  0  0 99  0  0
 3  0      0 390112544      0 415680    0    0 41112    32 6799 5346  1  0 98  0  0
 3  0      0 390126784      0 432296    0    0 18500    12 5686 6814  3  0 96  0  0
 3  0      0 390142432      0 444296    0    0 16876    32 4465 6418  2  0 97  0  0
 0  0      0 390105664      0 448212    0    0  4292     4 2027 1885  1  0 98  0  0
16  0      0 390029376      0 454188    0    0  5628   652 6444 188479  2  1 97  0  0
41  0      0 390028992      0 454612    0    0   420    12 27519 423221  6  4 91  0  0
14  0      0 390029760      0 454788    0    0   232     0 26016 645238  6  4 90  0  0
49  0      0 390029856      0 454912    0    0   140     4 25233 572853  5  4 92  0  0
39  0      0 390031200      0 455116    0    0    48    44 24247 719638  4  4 92  0  0
45  0      0 390036288      0 455184    0    0    60    12 22700 1154621  4  4 93  0  0
43  0      0 390037792      0 455200    0    0    28     0 23055 997491  4  4 92  0  0
43  0      0 390039712      0 457656    0    0    24    16 21177 1062375  4  4 92  0  0
41  0      0 390047296      0 457664    0    0     0     0 19350 1380662  4  4 93  0  0
38  0      0 390050048      0 457676    0    0     0     4 20115 1128964  4  4 93  0  0
54  0      0 390050592      0 457808    0    0   128    40 21649 1716921  3  4 93  0  0
31  0      0 390053600      0 457820    0    0     0     4 21811 1146599  4  4 93  0  0
 1  0      0 390053152      0 457824    0    0     0    16 22196 692833  4  4 92  0  0
96  0      0 390064800      0 457836    0    0     0     0 21544 1319111  3  4 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  0      0 390067040      0 457840    0    0     0     0 19770 1394750  4  4 93  0  0
20  0      0 390073664      0 457840    0    0    16     4 20667 1671451  3  4 93  0  0
36  0      0 390071968      0 457840    0    0     0    40 21827 1190548  4  4 93  0  0
63  0      0 390076128      0 457912    0    0    16   192 21095 1372424  3  4 93  0  0
62  0      0 390071776      0 457912    0    0     0     0 21833 1117238  4  4 93  0  0
30  0      0 390071552      0 457912    0    0    68    16 21425 1327875  3  4 93  0  0
13  0      0 390069024      0 457980    0    0     0     4 18675 1548128  3  4 93  0  0
51  0      0 390069088      0 457980    0    0     0     4 20830 1150570  4  4 93  0  0
42  0      0 390068672      0 457980    0    0     0    44 20049 1519831  3  4 93  0  0
76  0      0 390071776      0 457980    0    0     0     4 22024 1557562  3  4 93  0  0
42  0      0 390072160      0 457980    0    0     0     0 21643 1426593  3  4 93  0  0
35  0      0 390078592      0 458076    0    0     0   252 20294 815345  4  3 93  0  0
21  0      0 390065312      0 458084    0    0     0   360 22457 730599  4  3 93  0  0
61  0      0 390057344      0 458160    0    0     0   668 21548 735080  4  4 92  0  0
23  0      0 390060640      0 458056    0    0     0    40 19377 994947  4  4 93  0  0
58  0      0 390061824      0 458064    0    0     0     4 21459 1360603  4  4 93  0  0
44  0      0 390063744      0 458072    0    0     0    16 19904 843811  4  4 93  0  0
