procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 391276320      0 292896    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 391219392      0 338432    0    0 45860    32 3507 3660  0  0 99  0  0
 1  0      0 391210336      0 339076    0    0    72   104 6514 3491  0  0 99  0  0
 3  0      0 391199680      0 340964    0    0  2024     0 6841 4979  2  1 98  0  0
 1  0      0 391235488      0 357236    0    0 18204    16 5150 6650  3  0 97  0  0
 2  0      0 391200704      0 366792    0    0 14328    32 4468 5790  2  0 97  0  0
 0  0      0 391163712      0 369124    0    0  2160     4 1811 1285  1  0 99  0  0
30  0      0 391072832      0 371168    0    0  2224     0 6142 12213  3  0 97  0  0
20  0      0 390965248      0 372784    0    0  1040     4 10227 20297  6  1 93  0  0
27  0      0 390928768      0 372792    0    0     4  1212 7415 18094  6  1 93  0  0
23  0      0 390893728      0 372808    0    0    24     4 7171 18220  7  1 93  0  0
28  0      0 390854720      0 372832    0    0    16   116 7580 20057  7  1 92  0  0
19  0      0 390810368      0 372896    0    0    60     4 7535 23194  6  1 93  0  0
25  0      0 390756256      0 372904    0    0    16    12 7881 26051  6  1 93  0  0
16  0      0 390754752      0 372904    0    0     0     0 7888 29007  6  1 93  0  0
23  0      0 390745184      0 372904    0    0     0     4 8457 31687  6  1 93  0  0
15  0      0 390739392      0 372904    0    0     0     4 8839 34566  6  1 93  0  0
11  0      0 390734368      0 372904    0    0     0    40 8888 36445  6  1 93  0  0
28  0      0 390725536      0 372904    0    0    12     4 9404 39971  6  1 93  0  0
13  0      0 390715456      0 372916    0    0     0     0 10173 45845  6  1 93  0  0
44  0      0 390714208      0 372916    0    0     0     8 11960 54101  6  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
29  0      0 390710432      0 372916    0    0     0     0 13938 63616  5  2 93  0  0
28  0      0 390709472      0 372916    0    0     8    80 15379 72734  5  2 93  0  0
14  0      0 390705504      0 373048    0    0     0    40 18358 87639  5  2 92  0  0
20  0      0 390703040      0 373056    0    0     0     4 20222 98610  5  3 92  0  0
21  0      0 390702560      0 373064    0    0    16   188 21019 104591  5  3 92  0  0
19  0      0 390700096      0 373140    0    0     0     4 22591 109228  5  3 92  0  0
13  0      0 390698880      0 373148    0    0     0     0 21495 104814  5  3 92  0  0
17  0      0 390695424      0 373152    0    0    16    52 22177 111459  5  3 92  0  0
10  0      0 390694400      0 373160    0    0     0    44 22384 113286  5  3 92  0  0
19  0      0 390681120      0 373164    0    0     0     4 22710 114738  5  3 92  0  0
25  0      0 390657696      0 373172    0    0     0   472 23511 115703  5  3 92  0  0
13  0      0 390642368      0 373180    0    0     0   300 22939 113800  5  3 92  0  0
20  0      0 390640704      0 373184    0    0     0     0 21874 110564  5  3 92  0  0
25  0      0 390637760      0 373192    0    0     0     4 22222 108275  5  3 92  0  0
26  0      0 390637344      0 373160    0    0     0    40 23298 115493  5  3 92  0  0
22  0      0 390636064      0 375196    0    0     4     4 22816 113147  5  3 92  0  0
15  0      0 390631808      0 375196    0    0     0     8 22932 114665  5  3 92  0  0
18  0      0 390616544      0 375196    0    0    28   304 25051 124300  5  4 92  0  0
22  0      0 390616672      0 375196    0    0     0     0 26122 129847  5  3 92  0  0
35  0      0 390620416      0 375196    0    0     0     4 27213 138515  4  4 92  0  0
12  0      0 390619136      0 375196    0    0     0    44 27858 141357  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 390618848      0 375196    0    0     0   520 29333 145966  4  4 91  0  0
27  0      0 390618048      0 375196    0    0     0     0 29259 154178  4  4 91  0  0
20  0      0 390616352      0 375756    0    0     0     8 28840 158375  4  5 91  0  0
20  0      0 390617408      0 375764    0    0     0     0 29170 159481  4  5 91  0  0
24  0      0 390618368      0 375840    0    0    24     4 29537 164460  4  5 91  0  0
29  0      0 390621632      0 375848    0    0     0    40 29087 163995  4  5 91  0  0
19  0      0 390625472      0 375860    0    0     0     8 30143 165000  4  5 91  0  0
23  0      0 390626464      0 375864    0    0     0     0 30036 168296  4  5 91  0  0
14  0      0 390625248      0 375872    0    0     0     8 29870 167029  4  5 91  0  0
31  0      0 390626720      0 375880    0    0     0    76 29532 169256  4  5 91  0  0
30  0      0 390623840      0 375888    0    0     0     8 31584 175853  4  5 91  0  0
31  0      0 390627488      0 375892    0    0     0    40 30742 173835  4  5 91  0  0
19  0      0 390627680      0 375900    0    0     0     4 30395 170216  4  5 91  0  0
17  0      0 390628288      0 375908    0    0     0     8 31913 177033  4  5 91  0  0
19  0      0 390630912      0 375912    0    0     0     0 32143 179759  4  5 91  0  0
22  0      0 390632224      0 375920    0    0     0     0 34032 186429  4  6 91  0  0
32  0      0 390636800      0 375924    0    0     0    20 33962 187643  4  6 90  0  0
32  0      0 390637216      0 375936    0    0     0    44 33688 186653  4  6 90  0  0
31  0      0 390639232      0 375940    0    0     0     4 33723 184139  4  6 91  0  0
40  0      0 390641856      0 375948    0    0     0   120 34137 184321  4  6 90  0  0
33  0      0 390643232      0 375952    0    0     0     4 33944 186796  4  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
