Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

04:21:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:21:51 PM  all    4.90    0.00    0.56    0.44    0.02    0.06    0.00    0.00    0.00   94.02
04:21:51 PM    0   60.61    0.00    6.06    9.09    0.00    0.00    0.00    0.00    0.00   24.24
04:21:51 PM    1   67.68    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   31.31
04:21:51 PM    2   71.72    0.00    4.04    1.01    0.00    1.01    0.00    0.00    0.00   22.22
04:21:51 PM    3   95.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.04
04:21:51 PM    4    0.00    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   97.98
04:21:51 PM    5    1.00    0.00    1.00    5.00    0.00    1.00    0.00    0.00    0.00   92.00
04:21:51 PM    6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
04:21:51 PM    7    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
04:21:51 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM    9    3.00    0.00    3.00   13.00    0.00    0.00    0.00    0.00    0.00   81.00
04:21:51 PM   10    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
04:21:51 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   13    0.98    0.00    0.98    0.00    0.00    0.98    0.00    0.00    0.00   97.06
04:21:51 PM   14    0.98    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   97.06
04:21:51 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   16    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
04:21:51 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   18    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
04:21:51 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   22    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
04:21:51 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:21:51 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
