procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 390867488      0 289240    0    0     1     1    0    0  0  0 100  0  0
 2  0      0 390775744      0 347136    0    0 57440     0 8690 6701  5  0 94  0  0
 0  1      0 390709760      0 356940    0    0  9360     0 10015 5948  4  1 95  0  0
 2  1      0 390676448      0 360284    0    0  3108     4 7504 4105  3  0 96  0  0
 6  0      0 390592064      0 364036    0    0  4348    16 5977 4551  6  0 94  0  0
 1  0      0 390574464      0 380152    0    0 17540    32 5028 6606  3  0 96  0  0
 2  0      0 390519552      0 389732    0    0 14744     4 4271 6079  2  0 97  0  0
 0  0      0 390493600      0 390488    0    0   800     0  864  646  1  0 99  0  0
 7  0      0 390440096      0 393684    0    0  2532    12 5310 7839  4  0 96  0  0
 7  0      0 390437056      0 393704    0    0     8     0 8468 21447  6  0 93  0  0
 7  0      0 390433792      0 393788    0    0    20     8 9164 24560  6  1 93  0  0
 5  0      0 390428640      0 393832    0    0    36    44 9709 25094  7  1 92  0  0
 7  0      0 390426624      0 393848    0    0     8     4 9906 27393  7  1 92  0  0
 4  0      0 390423104      0 393904    0    0    48     0 9976 32603  6  1 93  0  0
 8  0      0 390408256      0 394004    0    0    88    16 10940 37970  7  1 93  0  0
 8  0      0 390394432      0 394012    0    0     0     0 12677 49409  6  1 93  0  0
 6  0      0 390379904      0 394024    0    0     0     4 16426 71522  6  1 92  0  0
 7  0      0 390377376      0 394028    0    0     0    40 17120 84636  6  2 92  0  0
 7  0      0 390376896      0 394040    0    0     0     4 18735 90251  6  2 92  0  0
 7  0      0 390376384      0 394044    0    0     0    16 17443 83157  6  2 92  0  0
 6  0      0 390374592      0 394056    0    0     0     0 17660 86661  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 390374336      0 394060    0    0     0     0 18578 86865  6  2 92  0  0
 8  0      0 390372992      0 394072    0    0    32   220 18487 90335  6  2 92  0  0
 6  0      0 390374592      0 394076    0    0     0    76 19504 97982  6  2 92  0  0
 8  0      0 390374496      0 394088    0    0     0    16 20587 100554  6  2 92  0  0
 8  0      0 390371328      0 394096    0    0     0     0 20791 104192  6  2 92  0  0
 7  0      0 390371648      0 394008    0    0     0    16 20625 97636  6  2 92  0  0
 9  0      0 390370976      0 394016    0    0     8  1184 21345 104062  6  2 92  0  0
 9  0      0 390369952      0 394024    0    0    12    36 22945 119744  6  2 92  0  0
 9  0      0 390368448      0 394104    0    0     0    44 23377 121402  6  2 92  0  0
 8  0      0 390367360      0 394176    0    0     0     4 23958 122153  6  2 92  0  0
 7  0      0 390350528      0 394188    0    0     0   280 23551 124503  6  2 92  0  0
 9  0      0 390349696      0 394196    0    0     0    20 22912 122159  6  2 92  0  0
 6  0      0 390349120      0 394204    0    0     0     0 24691 131266  6  3 92  0  0
 7  0      0 390342848      0 394212    0    0     0     4 23069 132824  6  2 92  0  0
 7  0      0 390341600      0 394220    0    0     0    40 26162 134178  6  2 92  0  0
 9  0      0 390339424      0 394228    0    0     0     4 30969 164221  6  3 91  0  0
 8  0      0 390338080      0 394236    0    0     0    20 32097 165279  6  3 91  0  0
 9  0      0 390336064      0 394244    0    0    28   304 36425 185865  6  3 91  0  0
 6  0      0 390334400      0 394252    0    0     0     0 38973 221973  5  4 90  0  0
 5  0      0 390338784      0 394332    0    0     0     4 40168 224818  5  5 90  0  0
10  0      0 390342400      0 394344    0    0     0    48 41933 227998  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 390342144      0 394348    0    0     0     4 40094 230456  5  5 90  0  0
 7  0      0 390344256      0 394364    0    0     0     0 37838 232087  5  5 90  0  0
 6  0      0 390345888      0 394368    0    0     0    16 37911 228448  5  5 90  0  0
 7  0      0 390342816      0 394380    0    0     0     0 38338 233646  5  5 90  0  0
 7  0      0 390342208      0 394384    0    0     0     4 37278 230870  5  5 90  0  0
 5  0      0 390341312      0 394396    0    0     0    40 39408 227257  5  5 90  0  0
 7  0      0 390344960      0 394408    0    0     0     8 40205 232924  5  5 90  0  0
 5  0      0 390345280      0 394416    0    0     0     0 44011 222016  5  5 90  0  0
 6  0      0 390344384      0 396276    0    0     4    16 39838 227735  5  5 90  0  0
