procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 391260352      0 298184    0    0     1     1    0    0  0  0 100  0  0
 1  0      0 391146624      0 354392    0    0 56272     0 8025 7089  4  0 96  0  0
 3  0      0 391047264      0 357664    0    0  3428   936 10664 5879  4  1 96  0  0
 3  0      0 390993216      0 360768    0    0  2712     0 9988 5319  5  1 95  0  0
 2  0      0 390988736      0 375888    0    0 16832    12 5582 6853  3  0 96  0  0
 2  0      0 390976640      0 385580    0    0 15056    32 4552 5845  2  0 97  0  0
 0  0      0 390935072      0 387664    0    0  1948     4 1599 1180  1  0 99  0  0
24  0      0 390862272      0 390060    0    0  2248   628 5051 12483  3  0 97  0  0
44  0      0 390855200      0 390100    0    0    32    12 8993 26608  6  1 93  0  0
45  0      0 390800800      0 390372    0    0    48     0 9057 71979  7  1 93  0  0
31  0      0 390798048      0 390444    0    0    40     4 9572 28013  7  1 92  0  0
58  0      0 390798048      0 390492    0    0     0    44 10554 27673  7  1 92  0  0
67  0      0 390797312      0 390556    0    0    56    76 10049 28305  6  1 93  0  0
63  0      0 390796544      0 390652    0    0    88     0 10205 33259  6  1 93  0  0
52  0      0 390772864      0 390660    0    0     0    16 10380 33319  6  1 93  0  0
50  0      0 390772640      0 390668    0    0     0     0 10956 39218  6  1 93  0  0
51  0      0 390772384      0 390680    0    0     0     4 11206 30636  6  1 93  0  0
57  0      0 390777792      0 393312    0    0     4    40 11588 30596  6  1 93  0  0
56  0      0 390777824      0 393324    0    0     0     4 11118 32817  6  1 93  0  0
54  0      0 390768256      0 393328    0    0     0    16 10531 29653  6  1 93  0  0
68  0      0 390768032      0 393340    0    0     0     0 11336 33390  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
24  0      0 390767776      0 393344    0    0     0    56 11109 54782  6  1 93  0  0
50  0      0 390767904      0 393356    0    0     4   560 11112 56870  6  1 93  0  0
46  0      0 390761344      0 393360    0    0     0    40 10915 33758  6  1 93  0  0
54  0      0 390761376      0 393372    0    0     0     4 11342 34367  6  1 93  0  0
56  0      0 390761376      0 393380    0    0     0     0 11614 35235  6  1 93  0  0
62  0      0 390761376      0 393388    0    0     0    16 12124 36039  6  1 93  0  0
58  0      0 390761888      0 393464    0    0     4     8 12875 36340  6  1 93  0  0
49  0      0 390761664      0 393472    0    0    32    36 12659 36346  6  1 93  0  0
54  0      0 390761152      0 393484    0    0     0    52 12791 37229  6  1 93  0  0
46  0      0 390761152      0 393488    0    0     0     4 13005 37835  6  1 93  0  0
28  0      0 390760672      0 393500    0    0    16   188 12883 37447  6  1 93  0  0
56  0      0 390760672      0 393508    0    0    20   100 13057 38246  6  1 93  0  0
74  0      0 390760288      0 393484    0    0     0     0 13106 38447  6  1 93  0  0
48  0      0 390760032      0 393492    0    0     0     4 13109 38991  6  1 93  0  0
49  0      0 390760832      0 393500    0    0     0    40 12796 38462  6  1 93  0  0
62  0      0 390760576      0 393508    0    0     0     4 13183 39656  6  1 93  0  0
43  0      0 390760832      0 393584    0    0     0     4 13803 40770  6  1 93  0  0
40  0      0 390761056      0 393608    0    0    36   316 13498 41007  6  1 93  0  0
51  0      0 390760064      0 393616    0    0     0     4 13469 40622  6  1 93  0  0
38  0      0 390759552      0 393624    0    0     0     4 13836 41674  6  1 93  0  0
12  0      0 390759040      0 393636    0    0     0    44 13545 41491  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
50  0      0 390753536      0 393640    0    0     0     4 13368 40182  6  1 93  0  0
60  0      0 390745952      0 393656    0    0     0    16 13681 42525  6  1 93  0  0
53  0      0 390745248      0 393660    0    0     0     0 13686 42772  6  1 93  0  0
50  0      0 390744736      0 393672    0    0     0     0 13446 41929  6  1 93  0  0
47  0      0 390744224      0 393676    0    0     0     4 13140 40841  6  1 93  0  0
51  0      0 390740224      0 393760    0    0     0    40 13572 42079  6  1 93  0  0
60  0      0 390739712      0 393772    0    0     0     8 13710 42595  6  1 93  0  0
45  0      0 390740480      0 393780    0    0     0     0 13341 41825  6  1 93  0  0
52  0      0 390736704      0 393996    0    0   260    16 13793 43444  6  1 93  0  0
75  0      0 390732896      0 394004    0    0     0   308 13692 43696  6  1 93  0  0
44  0      0 390731616      0 394012    0    0     0   396 13246 42641  6  1 93  0  0
40  0      0 390731904      0 394020    0    0     0    40 13585 44960  6  1 93  0  0
32  0      0 390731648      0 394028    0    0     0     4 14103 71017  6  1 93  0  0
73  0      0 390731136      0 394040    0    0     0     4 14160 46965  6  1 93  0  0
52  0      0 390730656      0 394048    0    0     0    16 14514 46952  6  1 93  0  0
52  0      0 390730656      0 394124    0    0     0     0 15174 48182  6  1 93  0  0
62  0      0 390730144      0 394132    0    0     0    20 14197 46044  6  1 93  0  0
69  0      0 390730400      0 394140    0    0     0     0 14773 49201  6  1 93  0  0
58  0      0 390731008      0 394148    0    0     0     4 14678 49771  6  1 93  0  0
102  0      0 390731008      0 394160    0    0     4    16 14543 49005  6  1 93  0  0
75  0      0 390730784      0 394168    0    0     0     0 13923 198527  5  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
50  0      0 390731296      0 394176    0    0     0     0 13849 185527  5  1 93  0  0
68  0      0 390712448      0 394180    0    0     0     4 13861 49344  6  1 93  0  0
55  0      0 390712448      0 394184    0    0     0     0 13936 50646  6  1 93  0  0
70  0      0 390712448      0 394196    0    0     0     4 14451 50740  6  1 93  0  0
71  0      0 390711936      0 394268    0    0     0     0 14504 50249  6  1 93  0  0
64  0      0 390712448      0 394280    0    0     0   300 15407 52074  6  1 93  0  0
77  0      0 390711968      0 394284    0    0     0    12 15166 52415  6  1 93  0  0
73  0      0 390711456      0 394296    0    0     0     4 14955 88726  5  2 93  0  0
65  0      0 390711712      0 394304    0    0     0     0 15042 93772  6  1 93  0  0
45  0      0 390711200      0 394312    0    0     0     4 15491 53038  6  1 93  0  0
50  0      0 390710464      0 394320    0    0     0     0 14772 147940  5  2 93  0  0
70  0      0 390710208      0 394328    0    0     0    16 15552 115943  5  2 93  0  0
72  0      0 390708704      0 394336    0    0     0     0 15910 55259  6  2 93  0  0
58  0      0 390707200      0 394344    0    0     0     4 16191 56000  6  2 93  0  0
44  0      0 390716416      0 394872    0    0     0     0 17007 57472  6  2 93  0  0
62  0      0 390715904      0 394880    0    0     0     4 15895 55366  6  2 93  0  0
57  0      0 390716160      0 394888    0    0     0     0 15939 55789  5  2 93  0  0
69  0      0 390714912      0 394900    0    0     0    16 16403 57462  5  2 93  0  0
56  0      0 390714912      0 394904    0    0     0   144 16344 58673  6  2 93  0  0
52  0      0 390714400      0 394916    0    0     0    76 16104 57847  5  2 93  0  0
54  0      0 390713920      0 394924    0    0     0     0 16770 60771  6  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
48  0      0 390711648      0 394932    0    0     0   204 17243 62850  5  2 93  0  0
60  0      0 390710944      0 394852    0    0     0    20 16923 136455  5  2 93  0  0
58  0      0 390710432      0 394864    0    0     0     0 18023 65775  5  2 93  0  0
49  0      0 390709920      0 394944    0    0     0     0 18713 67778  5  2 93  0  0
53  0      0 390709184      0 394948    0    0     0     4 18606 69341  5  2 93  0  0
56  0      0 390708928      0 394960    0    0     0    16 18319 69527  5  2 93  0  0
18  0      0 390709120      0 394964    0    0     0    12 18341 120651  5  2 93  0  0
73  0      0 390708896      0 394976    0    0     0     0 18297 120339  5  2 93  0  0
78  0      0 390708640      0 394980    0    0     0    16 18959 76229  5  2 93  0  0
94  0      0 390707648      0 394992    0    0     0     0 18331 262962  5  2 93  0  0
59  0      0 390707648      0 394996    0    0     0     4 16240 567271  5  3 93  0  0
63  0      0 390707136      0 395008    0    0     0     0 17340 531958  4  3 93  0  0
75  0      0 390706560      0 395016    0    0     0     4 17578 360921  5  3 93  0  0
82  0      0 390705280      0 395096    0    0     0     0 17255 408914  5  3 93  0  0
22  0      0 390704544      0 395104    0    0     0    16 17177 442214  5  3 93  0  0
57  0      0 390704608      0 395116    0    0     0    12 16765 383310  5  3 93  0  0
64  0      0 390704640      0 395124    0    0     0     8 15605 517315  4  3 93  0  0
78  0      0 390704192      0 395132    0    0     0     0 15654 436905  5  3 93  0  0
68  0      0 390703680      0 395140    0    0     0     4 15597 319865  5  3 93  0  0
47  0      0 390701952      0 395152    0    0     0    16 14895 396155  5  3 93  0  0
72  0      0 390701696      0 395156    0    0     0     0 15915 589221  4  3 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
73  0      0 390701184      0 395168    0    0     0     0 15972 446599  5  3 93  0  0
104  0      0 390699936      0 395172    0    0     0     4 17137 468941  5  3 93  0  0
66  0      0 390699456      0 395252    0    0     0   748 17890 360324  5  3 92  0  0
69  0      0 390699200      0 395256    0    0     0     4 16820 520765  5  3 93  0  0
75  0      0 390698912      0 395268    0    0     0    16 16335 387929  5  3 93  0  0
50  0      0 390698176      0 395276    0    0     0     0 17403 427555  5  3 93  0  0
73  0      0 390696928      0 395284    0    0     0     0 17689 410208  5  3 93  0  0
83  0      0 390696448      0 395296    0    0     0     8 18711 359425  5  3 92  0  0
11  0      0 390696704      0 395300    0    0     0    24 16191 637686  4  3 93  0  0
76  0      0 390696448      0 395312    0    0     0     4 17483 234523  5  3 92  0  0
70  0      0 390695424      0 395316    0    0     0     0 16503 479375  5  3 93  0  0
100  0      0 390694944      0 395328    0    0     0   212 18592 383098  5  3 92  0  0
46  0      0 390694528      0 395400    0    0     0     0 19694 389140  5  3 92  0  0
18  0      0 390694304      0 395412    0    0     0     4 17808 349890  5  2 93  0  0
75  0      0 390694080      0 395420    0    0     0     0 17689 344064  5  3 92  0  0
99  0      0 390693088      0 395428    0    0     0    20 15634 544722  4  3 93  0  0
56  0      0 390692576      0 395436    0    0     0     0 16076 422171  5  3 93  0  0
78  0      0 390691584      0 395444    0    0     0    16 15576 396737  5  3 93  0  0
73  0      0 390692288      0 395452    0    0     0     0 17069 488113  5  3 93  0  0
14  0      0 390692032      0 395460    0    0     0     4 17074 557724  4  3 93  0  0
102  0      0 390692032      0 395468    0    0     0     0 18547 528922  5  3 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
100  0      0 390691072      0 395476    0    0     0     4 18990 479441  5  3 93  0  0
67  0      0 390690080      0 395552    0    0     0     0 18534 433719  5  3 93  0  0
79  0      0 390689344      0 395564    0    0     0     0 16741 795026  4  3 93  0  0
28  0      0 390688384      0 395568    0    0     0     0 16558 954607  4  3 93  0  0
82  0      0 390687616      0 395584    0    0     0    12 18906 1113443  4  4 92  0  0
75  0      0 390686848      0 395588    0    0     0     0 18840 919980  4  3 93  0  0
92  0      0 390686592      0 395600    0    0     0     8 20044 977641  4  3 92  0  0
 2  0      0 390671776      0 396000    0    0   112     0 15308 1159495  4  3 93  0  0
 2  0      0 390881440      0 395880    0    0    36    36 2610  744  3  0 97  0  0
 2  0      0 390880160      0 395856    0    0     0     0 2400  314  3  0 97  0  0
 2  0      0 390877888      0 395864    0    0     0     4 2451  424  3  0 97  0  0
 2  0      0 390877856      0 396380    0    0     0     0 2814  594  3  0 97  0  0
 2  0      0 390877792      0 396384    0    0     0     4 2293  382  3  0 97  0  0
 2  0      0 390876544      0 396396    0    0     0     0 2350  387  3  0 97  0  0
 0  0      0 390874784      0 396400    0    0     0     0 2283  697  3  0 97  0  0
 0  0      0 390875296      0 396412    0    0     0     0  164  206  0  0 100  0  0
 0  0      0 390875296      0 396420    0    0     0   236  178  269  0  0 100  0  0
 0  0      0 390875776      0 396428    0    0     0     8  199  256  0  0 100  0  0
 0  0      0 390875776      0 396436    0    0     0     4  233  340  0  0 100  0  0
 0  0      0 390875776      0 396444    0    0     0     0  187  220  0  0 100  0  0
 0  0      0 390876032      0 396452    0    0     0   200  161  202  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 390875328      0 396532    0    0     0   672  399  289  0  0 100  0  0
 0  0      0 390875808      0 396540    0    0     0     4  219  343  0  0 100  0  0
 0  0      0 390876576      0 396548    0    0     0     0  188  232  0  0 100  0  0
 0  0      0 390876832      0 396556    0    0     0    16  157  214  0  0 100  0  0
 0  0      0 390877312      0 396572    0    0     0     0  155  198  0  0 100  0  0
 0  0      0 390877312      0 396576    0    0     0     0  221  332  0  0 100  0  0
 0  0      0 390877792      0 396588    0    0     0    68  199  221  0  0 100  0  0
 0  0      0 390877792      0 396592    0    0     0     8  172  224  0  0 100  0  0
 0  0      0 390878048      0 396604    0    0     0     0  165  209  0  0 100  0  0
 0  0      0 390878048      0 396608    0    0     0     4  242  338  0  0 100  0  0
 0  0      0 390878304      0 396688    0    0     0     0  447  394  0  0 100  0  0
 0  0      0 390878816      0 396696    0    0     0     0  134  195  0  0 100  0  0
 0  0      0 390879072      0 396720    0    0    24     0  250  289  0  0 100  0  0
 0  0      0 390879360      0 396728    0    0     0     4  247  342  0  0 100  0  0
 0  0      0 390879360      0 396736    0    0     0     0  145  190  0  0 100  0  0
 0  0      0 390879360      0 396744    0    0     0     4  172  216  0  0 100  0  0
 0  0      0 390879360      0 396752    0    0     0     0  157  200  0  0 100  0  0
 0  0      0 390879616      0 396764    0    0     0     4  245  353  0  0 100  0  0
 2  0      0 390875840      0 396800    0    0    92     0 3466 4811  3  0 97  0  0
 3  0      0 390820640      0 396812    0    0    20   444 3224 3548  3  0 97  0  0
 0  0      0 390770528      0 396788    0    0     4     0 1931 1260  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  0      0 390756704      0 396796    0    0     0    56 9601 407441  3  2 96  0  0
49  0      0 390756192      0 396808    0    0     0     0 22520 1049445  5  4 91  0  0
36  0      0 390755040      0 397208    0    0     0     0 22558 785374  6  4 91  0  0
72  0      0 390754272      0 397216    0    0     0     0 21941 1416370  4  4 92  0  0
51  0      0 390752576      0 397224    0    0     0    84 20343 1070865  4  4 92  0  0
18  0      0 390751424      0 397232    0    0     0     8 25016 646163  4  4 92  0  0
63  0      0 390750336      0 397252    0    0     0     8 22897 1069807  4  4 92  0  0
85  0      0 390750144      0 397256    0    0     0     4 24676 1469145  3  4 92  0  0
31  0      0 390749312      0 397268    0    0     0     0 24298 954894  4  4 92  0  0
68  0      0 390749664      0 397340    0    0     0     0 23419 362135  4  4 92  0  0
54  0      0 390749152      0 397352    0    0     0   200 25941 987076  3  5 92  0  0
48  0      0 390749408      0 397356    0    0     0     0 24602 1702991  3  5 92  0  0
39  0      0 390750016      0 397368    0    0     0     4 23181 1173485  3  5 92  0  0
24  0      0 390749632      0 397372    0    0     0    16 23071 1294334  3  5 92  0  0
54  0      0 390748416      0 397384    0    0     0     0 22906 1402291  3  5 92  0  0
50  0      0 390747264      0 397392    0    0     0     0 22034 1608315  3  5 92  0  0
36  0      0 390747616      0 397400    0    0     0    72 24165 642955  4  5 92  0  0
47  0      0 390747488      0 397408    0    0     0     0 25223 1251705  3  5 92  0  0
58  0      0 390749792      0 397416    0    0     0     4 25967 1467948  3  5 92  0  0
55  0      0 390750080      0 397444    0    0     0     0 24992 1193418  3  5 92  0  0
43  0      0 390747328      0 397452    0    0     0   284 23793 1232189  3  5 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
79  0      0 390746624      0 397460    0    0     0     0 25128 1105580  3  5 92  0  0
50  0      0 390746656      0 397472    0    0     0     4 24071 1163736  3  5 92  0  0
13  0      0 390750944      0 397532    0    0     0     0 27913 875271  3  5 92  0  0
30  0      0 390750912      0 397540    0    0     0     4 29947 965878  3  5 92  0  0
37  0      0 390756544      0 397548    0    0     0   104 28611 1090989  3  5 92  0  0
14  0      0 390756192      0 397556    0    0     0    32 29163 985769  3  5 92  0  0
35  0      0 390760096      0 397564    0    0     0     0 25302 1519137  3  5 92  0  0
33  0      0 390766208      0 397572    0    0     0     4 28636 836031  3  5 91  0  0
36  0      0 390769216      0 398084    0    0     0   316 30496 712955  4  5 91  0  0
27  0      0 390771328      0 398092    0    0     0     4 26866 555534  4  5 91  0  0
40  0      0 390770688      0 398104    0    0     0    44 26147 1068770  3  5 92  0  0
37  0      0 390773184      0 398108    0    0     0     0 24904 1106725  3  5 92  0  0
15  0      0 390773920      0 398120    0    0     0    16 26321 565115  3  5 91  0  0
59  0      0 390775200      0 398128    0    0     0   816 27100 903594  3  5 91  0  0
38  0      0 390774208      0 398140    0    0     0    60 28094 577792  4  5 91  0  0
 0  0      0 390773056      0 398392    0    0    36     4 16609 1135994  3  3 94  0  0
 0  0      0 390869312      0 398076    0    0     0    40  798  967  0  0 100  0  0
 2  0      0 390869568      0 398084    0    0     0     0  643  537  0  0 100  0  0
 0  0      0 390869568      0 398200    0    0    36    16  873  572  0  0 100  0  0
