procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 391248512      0 292548    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 391190336      0 337808    0    0 45640   844 3515 4072  0  0 99  0  0
 1  0      0 391183904      0 337868    0    0    48     0 6407 3502  0  0 99  0  0
 3  0      0 391169536      0 339896    0    0  2024     8 6731 5067  2  1 98  0  0
 3  0      0 391175776      0 356204    0    0 18292     8 5135 6598  3  0 96  0  0
 2  0      0 391106496      0 366288    0    0 14972    32 4663 6017  2  0 97  0  0
 0  0      0 391071776      0 368048    0    0  1660     4 1378 1031  1  0 99  0  0
 4  0      0 391016384      0 370712    0    0  2524   624 5533 9819  3  0 97  0  0
 7  0      0 390959712      0 371820    0    0   816     4 8869 19685  6  0 93  0  0
 8  0      0 390905280      0 371828    0    0     0     0 8433 25920  6  1 93  0  0
 9  0      0 390828928      0 371908    0    0     8     4 10655 34163  7  1 92  0  0
 9  0      0 390705440      0 371936    0    0    32   116 14097 48397  7  1 92  0  0
 7  0      0 390696160      0 371988    0    0    52     4 23577 95694  7  1 92  0  0
10  0      0 390635008      0 371988    0    0     0     4 27731 107633  6  2 92  0  0
 7  0      0 390627712      0 371988    0    0     0     8 24800 110594  6  1 92  0  0
 9  0      0 390617824      0 371988    0    0     4     0 32616 118980  6  2 92  0  0
 7  0      0 390616512      0 373964    0    0     4     4 37340 138742  6  2 92  0  0
 9  0      0 390615040      0 373964    0    0     0    68 35899 144916  6  2 92  0  0
 7  0      0 390613088      0 373964    0    0     0    32 34027 145254  6  2 92  0  0
 9  0      0 390609728      0 373964    0    0     0     8 46872 180117  6  2 92  0  0
11  0      0 390608672      0 374528    0    0     0     0 38682 171884  6  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 390606464      0 374532    0    0     4   520 52374 212369  6  3 91  0  0
 6  0      0 390600224      0 374540    0    0     0     4 52685 219400  6  3 91  0  0
 9  0      0 390593344      0 374544    0    0     0    40 68367 262587  6  4 90  0  0
 6  0      0 390595328      0 374552    0    0     0     4 92007 330734  5  5 89  0  0
10  0      0 390597472      0 374628    0    0    16   192 90972 333674  5  5 89  0  0
 1  0      0 390602816      0 374636    0    0     0     0 89906 342564  5  5 89  0  0
 5  0      0 390610336      0 374644    0    0     0     0 89720 345907  5  5 89  0  0
 8  0      0 390617632      0 374648    0    0    40    52 89693 346453  5  5 89  0  0
 9  0      0 390617728      0 374656    0    0     0    44 85168 336769  5  5 89  0  0
 7  0      0 390615616      0 374660    0    0     0     4 89175 336414  5  5 89  0  0
 8  0      0 390621248      0 374636    0    0     0    72 87391 331141  5  5 89  0  0
 9  0      0 390623392      0 374636    0    0     0     8 91850 339929  5  6 89  0  0
 6  0      0 390622016      0 374636    0    0     0     0 89917 345737  5  5 89  0  0
 8  0      0 390621248      0 374636    0    0     0     4 86549 337263  5  6 89  0  0
 8  0      0 390621312      0 374704    0    0     0    40 94740 332162  5  5 89  0  0
 8  0      0 390624320      0 374704    0    0     0     4 92425 334103  5  6 89  0  0
 7  0      0 390624256      0 374704    0    0     0     0 86485 345007  5  5 89  0  0
 7  0      0 390623360      0 374704    0    0    48   316 88806 345319  5  5 89  0  0
 6  0      0 390623136      0 374704    0    0     0     0 93614 345541  5  6 89  0  0
 7  0      0 390628352      0 374704    0    0     0     4 93150 346303  5  6 89  0  0
 8  0      0 390632768      0 374772    0    0     0   120 94309 345635  5  6 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 390633280      0 374776    0    0     0     4 91437 350621  5  5 89  0  0
12  0      0 390635808      0 374792    0    0     0     8 89806 348475  5  5 89  0  0
 7  0      0 390635072      0 374796    0    0     0     0 93026 341609  5  5 89  0  0
 7  0      0 390638592      0 374872    0    0     0     0 90055 355082  5  5 89  0  0
 9  0      0 390640608      0 374876    0    0     0     4 88365 348149  5  5 89  0  0
 9  0      0 390640288      0 374884    0    0     0   348 88611 351643  5  5 89  0  0
 7  0      0 390640160      0 374896    0    0     0   372 90785 354653  5  5 89  0  0
 9  0      0 390640448      0 375108    0    0   260     0 89312 354527  5  5 90  0  0
 7  0      0 390644896      0 375116    0    0     0     4 87788 349912  5  5 89  0  0
 8  0      0 390644192      0 375060    0    0     0    72 89432 345475  5  5 89  0  0
 9  0      0 390652352      0 375068    0    0     0     8 95466 345696  5  5 89  0  0
 9  0      0 390654400      0 375036    0    0     0    40 95008 339761  5  5 89  0  0
 9  0      0 390652576      0 375036    0    0     0     8 90092 351257  5  5 89  0  0
 9  0      0 390654048      0 375108    0    0     0     0 89595 354898  5  5 89  0  0
 7  0      0 390654912      0 375108    0    0     0     8 91039 347395  5  5 89  0  0
 8  0      0 390659168      0 375108    0    0     0     0 90480 348335  5  5 89  0  0
11  0      0 390657504      0 375108    0    0     0     4 93132 346278  5  5 89  0  0
 8  0      0 390656256      0 375108    0    0     0    56 87446 343819  5  5 89  0  0
 9  0      0 390654720      0 375108    0    0     0     4 91203 354478  5  5 89  0  0
 6  0      0 390656416      0 375108    0    0     0    80 89119 351985  5  5 89  0  0
 8  0      0 390660384      0 375172    0    0     0     8 89000 355820  5  5 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 390670016      0 375180    0    0     0     0 88389 358590  5  5 89  0  0
 8  0      0 390668576      0 375188    0    0     0     4 88338 354966  5  5 89  0  0
 7  0      0 390666816      0 375260    0    0     0    40 90518 352286  5  5 89  0  0
 8  0      0 390667456      0 375268    0    0     0     4 87443 349797  5  5 89  0  0
10  0      0 390668608      0 375276    0    0     0     8 86887 343231  5  5 89  0  0
 7  0      0 390667936      0 375288    0    0    20     0 92009 343714  5  6 89  0  0
 6  0      0 390668000      0 375292    0    0     0    12 94948 339995  5  6 89  0  0
 8  0      0 390669952      0 375300    0    0     0     4 94197 347824  5  6 89  0  0
 6  0      0 390671680      0 375308    0    0     0   116 90551 355847  5  5 89  0  0
 8  0      0 390669696      0 375312    0    0     0     4 92701 344605  5  5 89  0  0
 6  0      0 390679296      0 375320    0    0     0     0 93841 336480  5  5 89  0  0
 9  0      0 390686144      0 375320    0    0     0     4 97351 343959  5  5 89  0  0
