procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 389991712      0 339936    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 389953248      0 386268    0    0 46672     0 3468 3751  0  0 99  0  0
 1  0      0 389955648      0 386328    0    0    52   980 6607 4164  0  0 99  0  0
 3  0      0 389938976      0 426980    0    0 41120     8 7027 5345  1  1 98  0  0
 2  0      0 389965440      0 444068    0    0 18508    12 5455 6593  3  0 96  0  0
 2  0      0 389886368      0 456280    0    0 16480    32 4425 5794  2  0 97  0  0
 1  0      0 389841792      0 460356    0    0  5316     4 2562 2460  2  0 98  0  0
53  0      0 389747072      0 466856    0    0  6552    12 6218 170916  2  1 97  0  0
85  0      0 389747104      0 467788    0    0   628   536 25581 805879  5  3 91  0  0
64  0      0 389748896      0 467916    0    0     0     0 26144 821522  5  3 91  0  0
47  0      0 389749216      0 468104    0    0   308     4 22756 364472  5  3 92  0  0
13  0      0 389743200      0 468260    0    0   284    68 21528 372003  5  3 92  0  0
13  0      0 389742720      0 468596    0    0   156    36 21543 276736  5  3 92  0  0
11  0      0 389743488      0 468708    0    0     8     8 19496 361570  5  3 92  0  0
 7  0      0 389747968      0 468784    0    0    68    16 19777 615226  4  3 93  0  0
29  0      0 389749056      0 468792    0    0     0     0 24020 385525  5  3 92  0  0
31  0      0 389737888      0 468876    0    0     0     4 23232 418159  4  3 93  0  0
23  0      0 389737920      0 468880    0    0     0    40 22261 318329  5  3 92  0  0
56  0      0 389749600      0 468892    0    0    16     4 20025 445207  4  3 93  0  0
87  0      0 389754208      0 468912    0    0     0     0 21231 426161  4  3 92  0  0
43  0      0 389756640      0 468924    0    0     0    16 20566 223602  5  3 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 389758912      0 468928    0    0    52     0 19453 530439  4  3 92  0  0
75  0      0 389764192      0 468992    0    0     0     4 20350 421873  4  3 93  0  0
58  0      0 389765248      0 468996    0    0     0    40 20291 546235  4  3 92  0  0
31  0      0 389766816      0 469008    0    0     0     4 20711 320279  4  3 93  0  0
61  0      0 389762048      0 469016    0    0     0     0 20925 868759  4  3 93  0  0
51  0      0 389772096      0 469092    0    0     0    16 22417 578648  4  3 93  0  0
62  0      0 389774144      0 469100    0    0     0   288 22122 981036  4  3 93  0  0
68  0      0 389773888      0 469108    0    0    16   192 24918 376586  4  3 93  0  0
