procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390504608      0 306388    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390475904      0 352244    0    0 46164     0 3771 3796  0  0 100  0  0
 1  0      0 390473504      0 352372    0    0    56   900 6613 4010  0  0 99  0  0
 3  0      0 390405184      0 393412    0    0 41156     4 7585 5366  1  0 98  0  0
 2  0      0 390390048      0 408864    0    0 17480    16 5615 6737  3  0 96  0  0
 3  0      0 390355296      0 420760    0    0 16488    32 4566 6521  2  0 97  0  0
 0  0      0 390329824      0 424348    0    0  3276     4 1753 1416  1  0 99  0  0
17  0      0 390177760      0 431232    0    0  6484   640 9124 33513  3  1 96  0  0
12  0      0 390138880      0 433636    0    0  2416    16 23758 107018  6  3 91  0  0
23  0      0 390141152      0 433920    0    0   348     0 26465 119982  6  4 90  0  0
26  0      0 390142464      0 434092    0    0    72    80 27292 127373  5  3 92  0  0
26  0      0 390144192      0 434120    0    0    32    44 29174 130047  5  4 91  0  0
32  0      0 390146304      0 434196    0    0    60     4 28531 126956  5  3 92  0  0
31  0      0 390150176      0 434212    0    0     8     4 26903 127179  5  4 92  0  0
34  0      0 390159936      0 436772    0    0    24    52 27992 130205  5  4 91  0  0
27  0      0 390166272      0 436780    0    0     0    28 27194 127168  4  3 92  0  0
 3  0      0 390169184      0 436788    0    0     0     4 28045 129718  5  4 92  0  0
26  0      0 390170304      0 436808    0    0    16    40 27793 127231  5  3 92  0  0
23  0      0 390174880      0 436820    0    0     0     4 27314 129255  5  4 92  0  0
29  0      0 390180512      0 436848    0    0    28   520 26319 124581  4  3 92  0  0
31  0      0 390189088      0 436856    0    0     0     0 26770 126731  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390193248      0 436860    0    0     0     0 28032 127508  5  4 92  0  0
22  0      0 390195392      0 436884    0    0    16     4 26707 124286  4  3 92  0  0
15  0      0 390199296      0 436920    0    0    32    40 26511 125453  4  3 92  0  0
30  0      0 390203872      0 437000    0    0     0     4 27238 125050  4  3 92  0  0
24  0      0 390208896      0 437032    0    0    24     0 29033 126840  4  4 92  0  0
34  0      0 390208224      0 437040    0    0     0     4 27194 125779  4  3 92  0  0
25  0      0 390212544      0 437124    0    0    76     0 27351 124908  4  3 92  0  0
25  0      0 390210528      0 437128    0    0    16   192 27243 128614  5  3 92  0  0
20  0      0 390213920      0 437136    0    0     0    44 26787 123715  5  3 92  0  0
26  0      0 390212160      0 437140    0    0     0    80 26529 120845  4  3 92  0  0
20  0      0 390209952      0 437148    0    0     0     0 27032 125808  4  3 92  0  0
11  0      0 390209600      0 437156    0    0     0     8 26942 128524  5  3 92  0  0
14  0      0 390211968      0 437160    0    0     0     0 26705 125203  4  3 92  0  0
24  0      0 390210240      0 437240    0    0     0     4 27740 125318  4  3 92  0  0
28  0      0 390204672      0 437244    0    0     0    40 27769 128422  4  4 92  0  0
 5  0      0 390207552      0 437252    0    0     0     4 26666 121317  4  3 92  0  0
18  0      0 390207040      0 437256    0    0     0     8 27035 122726  5  3 92  0  0
23  0      0 390208448      0 437264    0    0     0     0 27166 128616  4  4 92  0  0
17  0      0 390209600      0 437268    0    0    44   380 26979 126249  4  3 92  0  0
25  0      0 390218272      0 437276    0    0     0     4 26910 126058  4  3 92  0  0
18  0      0 390224192      0 437284    0    0     0    44 27584 126576  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 390226016      0 437292    0    0     8     4 27517 127893  5  3 92  0  0
16  0      0 390228032      0 437308    0    0     0     0 28196 124360  4  3 92  0  0
32  0      0 390231552      0 437380    0    0     0     8 27719 125441  4  3 92  0  0
34  0      0 390230528      0 437388    0    0     0   376 28967 124759  4  3 92  0  0
26  0      0 390225120      0 437392    0    0     0   408 29003 124907  4  3 92  0  0
30  0      0 390220544      0 437400    0    0     0    40 29438 127523  5  3 92  0  0
 1  0      0 390225024      0 437408    0    0    16     8 27673 124215  4  3 92  0  0
30  0      0 390226080      0 437412    0    0     0     0 26842 125835  4  4 92  0  0
33  0      0 390227264      0 437420    0    0     0    76 27008 123720  4  3 92  0  0
10  0      0 390216000      0 437420    0    0     0     0 27338 125855  4  3 92  0  0
23  0      0 390215200      0 437428    0    0     0     4 28032 128827  5  4 92  0  0
31  0      0 390219232      0 437432    0    0     0    44 27760 126252  5  3 92  0  0
 1  0      0 390224960      0 437508    0    0     0     4 27313 125846  4  3 92  0  0
30  0      0 390218112      0 437516    0    0     0     0 27057 126085  4  3 92  0  0
27  0      0 390218464      0 437520    0    0     0     8 27162 126737  5  3 92  0  0
21  0      0 390217280      0 437528    0    0     0     0 26669 126120  4  3 92  0  0
24  0      0 390219744      0 437532    0    0     0     4 27336 128656  5  3 92  0  0
 1  0      0 390218432      0 437544    0    0     0   120 27261 125698  4  3 92  0  0
27  0      0 390216832      0 437548    0    0     0     4 27292 126115  5  3 92  0  0
16  0      0 390217024      0 437556    0    0     0     8 28140 125883  4  3 92  0  0
29  0      0 390212576      0 437560    0    0     0     0 29609 126060  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
27  0      0 390214400      0 437568    0    0     0     0 28642 125027  4  3 92  0  0
25  0      0 390212672      0 437648    0    0     0     0 28870 125829  5  3 92  0  0
25  0      0 390215776      0 437652    0    0     0    44 29314 125249  4  4 92  0  0
38  0      0 390213632      0 437660    0    0     0     4 29336 126773  4  4 92  0  0
35  0      0 390216224      0 437672    0    0    20     0 29218 124812  4  3 92  0  0
