procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 390613888      0 366920    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390583488      0 412800    0    0 46204     0 3395 4031  0  0 99  0  0
 1  0      0 390579840      0 412892    0    0    96  1512 6667 4143  0  0 99  0  0
 3  0      0 390536704      0 453692    0    0 41092     8 7753 5422  1  1 98  0  0
 2  0      0 390516352      0 469412    0    0 17304    16 5395 6831  3  0 96  0  0
 2  0      0 390460224      0 481500    0    0 17052    32 4509 6097  2  0 97  0  0
 2  0      0 390432256      0 485272    0    0  3460     4 1930 1408  1  0 98  0  0
43  0      0 390357376      0 491924    0    0  6372   552 8018 25655  2  1 97  0  0
19  0      0 390354304      0 492292    0    0   564    20 25508 103599  6  3 91  0  0
28  0      0 390351840      0 492772    0    0   256    40 25200 118367  6  4 90  0  0
22  0      0 390348640      0 492900    0    0   136    36 26591 112030  6  4 90  0  0
26  0      0 390354208      0 493004    0    0    92    44 25261 107215  5  3 91  0  0
16  0      0 390353760      0 493092    0    0    60    84 25379 112472  5  4 92  0  0
28  0      0 390343520      0 493232    0    0   196    12 24132 106790  5  3 92  0  0
19  0      0 390343072      0 493320    0    0     0     0 25463 110135  5  4 91  0  0
33  0      0 390352192      0 493344    0    0     0     0 24705 107240  5  3 92  0  0
29  0      0 390356960      0 493360    0    0     0     4 24656 121559  5  4 92  0  0
24  0      0 390361088      0 493512    0    0   108    40 24321 106164  4  3 92  0  0
37  0      0 390357632      0 493532    0    0     0     4 25576 110601  5  4 92  0  0
 1  0      0 390356160      0 493656    0    0     0     0 24204 106753  4  3 92  0  0
32  0      0 390360768      0 493672    0    0     0    12 24921 112941  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 390371520      0 493592    0    0   128     0 23770 107058  5  3 92  0  0
34  0      0 390371616      0 493712    0    0     0    80 25137 109391  5  4 92  0  0
31  0      0 390376608      0 493728    0    0     0    40 24660 105836  4  3 92  0  0
 6  0      0 390378368      0 493844    0    0     0     4 24999 122398  4  4 92  0  0
34  0      0 390383936      0 493804    0    0    16     0 24278 106560  4  4 92  0  0
37  0      0 390377312      0 493864    0    0   116    12 25102 110815  5  3 92  0  0
14  0      0 390377664      0 493972    0    0     0     0 24516 111014  4  4 92  0  0
30  0      0 390378720      0 494024    0    0    32   192 25144 111653  4  4 92  0  0
33  0      0 390381824      0 494108    0    0     0    44 24428 108105  4  3 92  0  0
27  0      0 390385792      0 494124    0    0     0     4 24789 109997  4  4 92  0  0
28  0      0 390388864      0 494148    0    0     0    12 24456 107006  5  3 92  0  0
24  0      0 390393152      0 494164    0    0     0    72 24159 130087  4  3 92  0  0
44  0      0 390398080      0 494212    0    0     0     0 24781 112846  5  4 92  0  0
21  0      0 390405760      0 494264    0    0     0     4 24773 108848  4  3 92  0  0
32  0      0 390410112      0 494284    0    0     0    40 24655 109903  5  3 92  0  0
33  0      0 390412288      0 494324    0    0     0     4 24173 112463  4  3 92  0  0
23  0      0 390413184      0 494392    0    0     0     0 25570 111529  5  4 92  0  0
 1  0      0 390418304      0 494416    0    0     0     8 25048 113459  4  3 92  0  0
23  0      0 390423392      0 494428    0    0    36  1092 24175 157673  5  3 92  0  0
32  0      0 390430240      0 494512    0    0    64   340 24490 114956  4  3 92  0  0
24  0      0 390428704      0 494536    0    0     0    44 24168 107658  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 390431360      0 494472    0    0     0    84 23709 109522  4  3 92  0  0
40  0      0 390417792      0 494496    0    0     0     0 24078 113408  4  3 92  0  0
27  0      0 390408352      0 494484    0    0     0    12 24500 115277  5  3 92  0  0
31  0      0 390415552      0 494476    0    0     0     0 25162 107227  4  3 92  0  0
29  0      0 390420224      0 494504    0    0     0     8 25824 110200  5  4 92  0  0
18  0      0 390427328      0 494576    0    0     0    40 24976 106369  4  4 92  0  0
 1  0      0 390429248      0 494632    0    0     0     8 24858 108455  4  4 92  0  0
23  0      0 390436160      0 494644    0    0     0     0 23697 114920  4  3 92  0  0
34  0      0 390435648      0 494696    0    0     0    12 25106 110407  5  4 92  0  0
33  0      0 390412480      0 494716    0    0     0     0 24143 105304  4  3 92  0  0
27  0      0 390416416      0 494732    0    0     0     4 25157 112190  5  4 92  0  0
24  0      0 390421728      0 494752    0    0     0    40 24009 115244  4  4 92  0  0
31  0      0 390423104      0 494772    0    0     0     4 25177 111152  4  4 92  0  0
43  0      0 390430240      0 494792    0    0     0    12 24474 109518  4  3 92  0  0
 2  0      0 390431744      0 494824    0    0     0     0 24794 110641  5  4 92  0  0
32  0      0 390432384      0 495776    0    0     0     0 24971 106587  4  3 92  0  0
25  0      0 390428032      0 495796    0    0    20     0 24904 107382  4  4 92  0  0
 1  0      0 390417600      0 495816    0    0     0    48 25194 112360  5  3 92  0  0
27  0      0 390426880      0 495868    0    0     0     4 24661 108441  4  3 92  0  0
40  0      0 390428064      0 495888    0    0     0     0 24914 112994  4  4 92  0  0
30  0      0 390439232      0 495904    0    0     0    12 24246 145765  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  0      0 390428512      0 495924    0    0     0     0 25132 111232  4  3 92  0  0
28  0      0 390432384      0 495944    0    0     0     4 24739 107190  4  3 92  0  0
26  0      0 390427424      0 495960    0    0     0    40 24575 110010  4  4 92  0  0
38  0      0 390429216      0 496048    0    0     0     4 25017 109994  4  4 92  0  0
38  0      0 390429216      0 496100    0    0     0     0 24481 115115  4  3 92  0  0
29  0      0 390431968      0 496084    0    0     0    12 24287 124440  4  4 92  0  0
29  0      0 390417952      0 496100    0    0     0    72 23862 105549  4  4 92  0  0
24  0      0 390417984      0 496124    0    0     0   448 24065 111035  5  4 92  0  0
25  0      0 390423584      0 496176    0    0     0    44 23775 110778  4  3 92  0  0
32  0      0 390427168      0 496256    0    0     0     4 24923 114715  5  4 92  0  0
20  0      0 390416640      0 496212    0    0     0    12 23830 122579  4  3 92  0  0
47  0      0 390418496      0 496228    0    0     0     0 24892 116201  5  4 92  0  0
19  0      0 390422880      0 496280    0    0     0     0 23893 115386  5  3 92  0  0
28  0      0 390424896      0 496276    0    0     0     4 25416 110686  4  4 92  0  0
33  0      0 390427136      0 496264    0    0     0   664 23569 105537  4  3 92  0  0
28  0      0 390415616      0 496276    0    0     0     4 24269 117008  4  3 92  0  0
 8  0      0 390417888      0 496296    0    0     0     8 24930 119810  5  3 92  0  0
33  0      0 390422944      0 496320    0    0     0     0 23944 119790  4  4 92  0  0
18  0      0 390424192      0 496336    0    0     0     0 24321 147237  5  4 92  0  0
29  0      0 390430720      0 496356    0    0     0     4 23888 108927  4  3 92  0  0
29  0      0 390418176      0 496372    0    0     0     0 24505 112130  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 390418944      0 496360    0    0     0     4 24118 110623  4  4 92  0  0
28  0      0 390422592      0 496344    0    0     0     0 24493 109062  4  3 92  0  0
24  0      0 390424896      0 496440    0    0     0    12 25065 112088  5  3 92  0  0
28  0      0 390422560      0 496456    0    0     0     0 24056 112951  4  3 92  0  0
33  0      0 390396576      0 496472    0    0     0    60 24223 108672  5  4 92  0  0
25  0      0 390401824      0 496496    0    0     0     0 24115 132406  4  4 92  0  0
18  0      0 390403008      0 496720    0    0   244     8 24215 149418  4  3 92  0  0
35  0      0 390408288      0 496744    0    0     0     0 24662 117749  4  3 92  0  0
33  0      0 390410240      0 496764    0    0     0    12 23571 262814  4  4 92  0  0
 1  0      0 390417024      0 496784    0    0     8     0 24327 122393  4  3 92  0  0
46  0      0 390412640      0 496804    0    0     0     8 24844 109569  5  3 92  0  0
25  0      0 390401472      0 496824    0    0     0     4 24710 106901  4  3 92  0  0
29  0      0 390403136      0 496916    0    0     0     4 25573 109135  5  4 92  0  0
24  0      0 390412096      0 496928    0    0     0    12 24759 110076  4  3 92  0  0
34  0      0 390415040      0 496952    0    0     0     0 24578 107132  4  3 92  0  0
23  0      0 390413440      0 496968    0    0     0     4 25117 111969  4  4 92  0  0
21  0      0 390394912      0 496988    0    0     0   388 25068 107895  4  3 92  0  0
27  0      0 390392768      0 497004    0    0     0     4 25267 126334  5  3 92  0  0
18  0      0 390399008      0 497028    0    0     0     4 24562 107779  4  3 92  0  0
35  0      0 390403264      0 497076    0    0     0   196 24847 123559  5  4 92  0  0
25  0      0 390412544      0 497092    0    0     0    12 23670 121798  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
32  0      0 390415008      0 497148    0    0     0     0 24036 111935  5  3 92  0  0
36  0      0 390398144      0 497232    0    0     0     4 24212 142629  4  4 92  0  0
22  0      0 390395360      0 497284    0    0     0     0 23916 113038  4  4 92  0  0
28  0      0 390406048      0 497332    0    0     0     4 24278 107829  4  3 92  0  0
37  0      0 390395520      0 497260    0    0     0     0 23940 107912  4  3 92  0  0
