Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/14/2026 	_x86_64_	(64 CPU)

10:05:44 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:05:45 AM  1000   3045714  272.00    5.00    0.00    0.00  277.00     0  java
10:05:46 AM  1000   3045714  319.00    7.00    0.00    0.00  326.00     0  java
10:05:47 AM  1000   3045714  193.00    7.00    0.00    0.00  200.00     0  java
10:05:48 AM  1000   3045714  289.00    3.00    0.00    0.00  292.00     0  java
10:05:49 AM  1000   3045714   45.00    0.00    0.00    0.00   45.00     0  java
10:05:50 AM  1000   3045714    0.00    0.00    0.00    0.00    0.00     0  java
10:05:51 AM  1000   3045714    0.00    0.00    0.00    0.00    0.00     0  java
10:05:52 AM  1000   3045714    0.00    0.00    0.00    0.00    0.00     0  java
10:05:53 AM  1000   3045714  330.00   23.00    0.00    0.00  353.00     0  java
10:05:54 AM  1000   3045714  370.00   23.00    0.00    0.00  393.00     0  java
10:05:55 AM  1000   3045714  371.00   21.00    0.00    0.00  392.00     0  java
10:05:56 AM  1000   3045714  372.00   21.00    0.00    0.00  393.00     0  java
10:05:57 AM  1000   3045714  370.00   23.00    0.00    0.00  393.00     0  java
10:05:58 AM  1000   3045714  370.00   24.00    0.00    0.00  394.00     0  java
10:05:59 AM  1000   3045714  367.00   23.00    0.00    0.00  390.00     0  java
10:06:00 AM  1000   3045714  363.00   28.00    0.00    0.00  391.00     0  java
10:06:01 AM  1000   3045714  363.00   29.00    0.00    0.00  392.00     0  java
10:06:02 AM  1000   3045714  357.00   32.00    0.00    0.00  389.00     0  java
10:06:03 AM  1000   3045714  358.00   33.00    0.00    0.00  391.00     0  java
10:06:04 AM  1000   3045714  356.00   35.00    0.00    0.00  391.00     0  java
10:06:05 AM  1000   3045714  353.00   38.00    0.00    0.00  391.00     0  java
10:06:06 AM  1000   3045714  349.00   43.00    0.00    0.00  392.00     0  java
10:06:07 AM  1000   3045714  352.00   38.00    0.00    0.00  390.00     0  java
10:06:08 AM  1000   3045714  347.00   44.00    0.00    0.00  391.00     0  java
10:06:09 AM  1000   3045714  344.00   45.00    0.00    0.00  389.00     0  java
10:06:10 AM  1000   3045714  338.00   52.00    0.00    0.00  390.00     0  java
10:06:11 AM  1000   3045714  335.00   54.00    0.00    0.00  389.00     0  java
10:06:12 AM  1000   3045714  329.00   54.00    0.00    0.00  383.00     0  java
10:06:13 AM  1000   3045714  329.00   59.00    0.00    0.00  388.00     0  java
10:06:14 AM  1000   3045714  329.00   59.00    0.00    0.00  388.00     0  java
10:06:15 AM  1000   3045714  327.00   62.00    0.00    0.00  389.00     0  java
10:06:16 AM  1000   3045714  322.00   66.00    0.00    0.00  388.00     0  java
10:06:17 AM  1000   3045714  327.00   61.00    0.00    0.00  388.00     0  java
10:06:18 AM  1000   3045714  320.00   68.00    0.00    0.00  388.00     0  java
10:06:19 AM  1000   3045714  325.00   63.00    0.00    0.00  388.00     0  java
10:06:20 AM  1000   3045714  316.00   68.00    0.00    0.00  384.00     0  java
10:06:21 AM  1000   3045714  322.00   66.00    0.00    0.00  388.00     0  java
10:06:22 AM  1000   3045714  308.00   73.00    0.00    0.00  381.00     0  java
10:06:23 AM  1000   3045714  309.00   77.00    0.00    0.00  386.00     0  java
10:06:24 AM  1000   3045714  304.00   81.00    0.00    0.00  385.00     0  java
10:06:25 AM  1000   3045714  297.00   87.00    0.00    0.00  384.00     0  java
10:06:26 AM  1000   3045714  289.00   95.00    0.00    0.00  384.00     0  java
10:06:27 AM  1000   3045714  289.00   95.00    0.00    0.00  384.00     0  java
10:06:28 AM  1000   3045714  281.00  103.00    0.00    0.00  384.00     0  java
10:06:29 AM  1000   3045714  283.00  100.00    0.00    0.00  383.00     0  java
10:06:30 AM  1000   3045714  277.00  106.00    0.00    0.00  383.00     0  java
10:06:31 AM  1000   3045714  274.00  108.00    0.00    0.00  382.00     0  java
10:06:32 AM  1000   3045714  270.00  111.00    0.00    0.00  381.00     0  java
10:06:33 AM  1000   3045714  274.00  109.00    0.00    0.00  383.00     0  java
10:06:34 AM  1000   3045714  271.00  112.00    0.00    0.00  383.00     0  java
10:06:35 AM  1000   3045714  269.00  112.00    0.00    0.00  381.00     0  java
10:06:36 AM  1000   3045714  271.00  111.00    0.00    0.00  382.00     0  java
10:06:37 AM  1000   3045714  280.00  103.00    0.00    0.00  383.00     0  java
10:06:38 AM  1000   3045714  268.00  116.00    0.00    0.00  384.00     0  java
10:06:39 AM  1000   3045714  266.00  117.00    0.00    0.00  383.00     0  java
10:06:40 AM  1000   3045714  263.00  117.00    0.00    0.00  380.00     0  java
10:06:41 AM  1000   3045714  269.00  114.00    0.00    0.00  383.00     0  java
10:06:42 AM  1000   3045714  262.00  121.00    0.00    0.00  383.00     0  java
10:06:43 AM  1000   3045714  267.00  115.00    0.00    0.00  382.00     0  java
10:06:44 AM  1000   3045714  264.00  118.00    0.00    0.00  382.00     0  java
10:06:45 AM  1000   3045714  258.00  123.00    0.00    0.00  381.00     0  java
10:06:46 AM  1000   3045714  255.00  124.00    0.00    0.00  379.00     0  java
10:06:47 AM  1000   3045714  251.00  131.00    0.00    0.00  382.00     0  java
10:06:48 AM  1000   3045714  262.00  120.00    0.00    0.00  382.00     0  java
10:06:49 AM  1000   3045714  258.00  122.00    0.00    0.00  380.00     0  java
10:06:50 AM  1000   3045714  251.00  130.00    0.00    0.00  381.00     0  java
10:06:51 AM  1000   3045714  242.00  138.00    0.00    0.00  380.00     0  java
