procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 391588128      0 313544    0    0     1     1    0    0  0  0 100  0  0
 2  0      0 391544704      0 375572    0    0 61788    12 8787 7402  5  0 95  1  0
 1  0      0 391476608      0 380860    0    0  5372   916 9353 7292  3  1 96  0  0
 4  0      0 391427840      0 384248    0    0  3312     8 9788 4713  5  1 95  0  0
 2  0      0 391386752      0 396492    0    0 13796    12 5606 7171  4  0 96  0  0
 2  0      0 391304128      0 408388    0    0 12808    32 3955 5091  3  0 97  0  0
 0  0      0 391253760      0 411828    0    0  6812     4 2708 3158  2  0 98  0  0
14  0      0 391225664      0 413796    0    0  1756   716 2736 4501  2  0 98  0  0
 5  0      0 391200480      0 414704    0    0   664    20 8190 20716  6  0 93  0  0
 7  0      0 391178752      0 414976    0    0    28    56 8844 26897  6  1 93  0  0
 8  0      0 391126848      0 415068    0    0    88     4 10203 29778  7  1 93  0  0
 8  0      0 391122816      0 415076    0    0     0    44 10388 34756  7  1 92  0  0
 8  0      0 391109248      0 415200    0    0    48     4 11799 44897  7  1 92  0  0
 7  0      0 391067424      0 415208    0    0     0    12 13047 49294  7  1 92  0  0
 7  0      0 391061856      0 415216    0    0     0     0 16957 78113  7  2 92  0  0
 8  0      0 391059584      0 415240    0    0    16     0 18425 86011  6  2 92  0  0
 7  0      0 391058624      0 415256    0    0    32   192 16207 83975  7  2 91  0  0
 8  0      0 391058112      0 415264    0    0     0   112 17571 93276  6  2 92  0  0
 8  0      0 391057120      0 415280    0    0     0     4 17215 95981  6  2 92  0  0
 6  0      0 391056384      0 415300    0    0     0     0 18862 99665  6  2 92  0  0
 8  0      0 391054944      0 415380    0    0     0    12 24542 116962  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 391054016      0 415424    0    0     0     4 28297 132945  6  3 91  0  0
 7  0      0 391054464      0 415528    0    0     0     4 32926 150771  6  3 91  0  0
 8  0      0 391053984      0 415472    0    0     0    40 32971 162694  6  3 91  0  0
 8  0      0 391054400      0 415496    0    0     0     4 30512 161839  6  3 91  0  0
 8  0      0 391053472      0 415532    0    0     0     0 42003 210722  6  4 90  0  0
 5  0      0 391041952      0 415564    0    0     0    12 46250 240330  5  5 90  0  0
 5  0      0 391037792      0 415596    0    0     0    80 47825 228016  5  5 90  0  0
 7  0      0 391038112      0 415632    0    0     4    36 48906 232578  5  5 90  0  0
 8  0      0 391036160      0 415824    0    0     0    44 43989 230970  5  5 90  0  0
 7  0      0 391036256      0 415812    0    0     0   360 42996 228680  5  5 90  0  0
 7  0      0 391034656      0 415828    0    0     0   124 47005 234575  5  5 90  0  0
 8  0      0 391039616      0 415932    0    0     0    12 46528 240431  5  5 90  0  0
 6  0      0 391039520      0 415960    0    0     0     0 47296 231355  5  5 90  0  0
 6  0      0 391040480      0 415996    0    0     0     4 47097 235464  5  5 90  0  0
 6  0      0 391037408      0 416000    0    0     0    40 47598 233686  5  5 90  0  0
 8  0      0 391035840      0 416024    0    0     0     4 45378 235892  5  5 90  0  0
 4  0      0 391033184      0 416060    0    0     0    80 45041 241978  5  5 90  0  0
 7  0      0 391033536      0 416096    0    0    28   772 47021 240128  5  5 90  0  0
 5  0      0 391032160      0 416128    0    0     0     0 46539 234219  6  5 90  0  0
 7  0      0 391031872      0 416036    0    0     0     4 44807 240494  5  5 90  0  0
 7  0      0 391030656      0 416076    0    0     0    44 47161 235676  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 391026304      0 418560    0    0     4     4 45981 242984  5  5 90  0  0
 7  0      0 391024032      0 418600    0    0     0     0 46244 241756  5  5 90  0  0
 7  0      0 391021696      0 418640    0    0     0    12 45955 247732  5  5 90  0  0
 7  0      0 391017728      0 418676    0    0     0     0 48871 250236  5  5 90  0  0
 7  0      0 391017024      0 418676    0    0     0     4 50132 236010  5  5 90  0  0
 8  0      0 391013984      0 418780    0    0     4   552 47661 233564  5  5 90  0  0
 6  0      0 391014560      0 418816    0    0     0     8 45732 231947  5  5 90  0  0
 7  0      0 391013664      0 418808    0    0     0     0 49379 229316  5  5 90  0  0
 7  0      0 391011424      0 418784    0    0     0    12 42767 234265  5  5 90  0  0
 7  0      0 391014336      0 418948    0    0     0     0 48375 233242  5  5 90  0  0
 8  0      0 391013152      0 419108    0    0     0     8 45004 233954  5  5 90  0  0
 8  0      0 391013984      0 419144    0    0     0    40 49515 238702  5  5 90  0  0
 6  0      0 391009632      0 419184    0    0     0     4 48790 224267  5  5 90  0  0
 7  0      0 391008000      0 419216    0    0     0     0 43226 236706  5  5 90  0  0
 6  0      0 391005184      0 419248    0    0     0    16 46331 236198  5  5 90  0  0
 7  0      0 391003616      0 419352    0    0     0     0 41319 231576  5  5 90  0  0
 4  0      0 391002624      0 419380    0    0     0    16 46403 235844  5  5 90  0  0
 7  0      0 391002368      0 419416    0    0     0    44 46506 237068  5  5 90  0  0
 7  0      0 391002400      0 419484    0    0     0    52 48235 236774  5  5 90  0  0
 6  0      0 391003744      0 419452    0    0    20   336 47891 243191  5  5 90  0  0
 7  0      0 391001760      0 419496    0    0     0     0 48054 236426  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 391001856      0 419536    0    0     0   144 44925 240307  5  5 90  0  0
 7  0      0 391001632      0 419568    0    0     0     4 49055 236116  5  5 90  0  0
 6  0      0 390999776      0 419596    0    0     0    40 43932 239071  5  5 90  0  0
 8  0      0 390997056      0 419632    0    0     0     4 42384 235015  5  5 90  0  0
 7  0      0 390995008      0 419668    0    0     0     0 45896 239151  5  5 90  0  0
 9  0      0 390991232      0 419704    0    0     0    12 47607 233465  5  5 90  0  0
 7  0      0 390988704      0 419736    0    0     0   844 49402 231063  5  5 90  0  0
 9  0      0 390985888      0 419772    0    0     0     4 50489 230452  5  5 90  0  0
 5  0      0 390984384      0 419876    0    0     0    44 44800 231579  5  5 90  0  0
 9  0      0 390985056      0 419972    0    0     0     4 48592 238809  6  5 89  0  0
 6  0      0 390981408      0 420016    0    0     0     0 46800 240794  6  5 89  0  0
 6  0      0 390979360      0 420048    0    0     0    12 47475 240719  5  5 90  0  0
 4  0      0 390979680      0 420052    0    0     0     0 46819 248210  5  5 90  0  0
 8  0      0 390976160      0 420088    0    0     0     4 51209 243706  5  5 90  0  0
 7  0      0 390976864      0 420124    0    0     0   116 50415 247516  5  5 90  0  0
 8  0      0 390974496      0 420092    0    0    24     4 45941 246108  5  5 90  0  0
 7  0      0 390972960      0 420128    0    0     0     8 45324 249446  5  5 90  0  0
 6  0      0 390972032      0 420136    0    0     0     0 46828 242214  5  5 90  0  0
 6  0      0 390970816      0 420008    0    0     0     0 49202 245547  5  5 90  0  0
 7  0      0 390973216      0 420140    0    0     0     4 47962 239768  5  5 90  0  0
 8  0      0 390969952      0 420304    0    0     0    40 47620 235833  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 390967456      0 420308    0    0     0     4 45289 241821  5  5 90  0  0
 6  0      0 390964096      0 420336    0    0     0     0 47714 236729  5  5 90  0  0
 5  0      0 390962336      0 420380    0    0     0    12 40297 236537  5  5 90  0  0
 7  0      0 390959680      0 420416    0    0     0     0 44478 236137  5  5 90  0  0
 8  0      0 390957440      0 420384    0    0     0    80 46334 237246  5  5 90  0  0
 7  0      0 390958368      0 420360    0    0     0    56 46372 246080  5  5 90  0  0
 7  0      0 390956032      0 420424    0    0     0   140 48700 243301  5  5 90  0  0
 7  0      0 390953824      0 420652    0    0     0     4 43755 230438  5  5 90  0  0
 6  0      0 390950176      0 420716    0    0     0    12 46187 243707  5  5 90  0  0
 6  0      0 390951616      0 420888    0    0     0     0 46345 237263  5  5 90  0  0
 7  0      0 390949312      0 420920    0    0     0     4 44337 229728  5  5 90  0  0
 5  0      0 390947328      0 420948    0    0     0    40 46575 240615  5  5 90  0  0
 7  0      0 390944640      0 420992    0    0     0     4 46353 232417  5  5 90  0  0
 6  0      0 390940736      0 421020    0    0     0    72 44224 232523  5  5 90  0  0
 6  0      0 390938368      0 421056    0    0     0    12 42977 237775  5  5 90  0  0
 9  0      0 390936576      0 421192    0    0     0   856 44377 238265  5  5 90  0  0
 8  0      0 390934848      0 421228    0    0     0     8 46172 237132  5  5 90  0  0
 7  0      0 390932864      0 421260    0    0     0    40 46998 241746  5  5 90  0  0
 6  0      0 390930304      0 421792    0    0     0     4 47025 242097  5  5 90  0  0
 4  0      0 390930688      0 421668    0    0     0    12 47197 231158  5  4 91  0  0
10  0      0 390928160      0 421700    0    0     0     0 46941 246715  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 390927040      0 421736    0    0     0     0 44320 232408  5  5 90  0  0
 7  0      0 390924736      0 421768    0    0     0     4 48403 232218  5  5 90  0  0
 6  0      0 390924160      0 421800    0    0     0    44 43710 235668  5  5 90  0  0
 7  0      0 390923936      0 421832    0    0     0   508 45974 240124  5  5 90  0  0
 7  0      0 390920288      0 421872    0    0     0     0 48343 236426  5  5 90  0  0
 8  0      0 390909408      0 421872    0    0     0    12 47950 235509  5  5 90  0  0
 8  0      0 390908704      0 421904    0    0     0     0 45601 235024  5  5 90  0  0
 8  0      0 390909472      0 421940    0    0     0     4 46189 238124  5  5 90  0  0
 7  0      0 390909760      0 422008    0    0     0    40 46965 234699  5  5 90  0  0
 6  0      0 390914144      0 422108    0    0     0     4 45480 243773  5  5 90  0  0
 7  0      0 390913344      0 422112    0    0     0     0 47596 236483  5  5 90  0  0
 6  0      0 390913920      0 422148    0    0     0    12 46055 238156  5  5 90  0  0
 5  0      0 390915072      0 422180    0    0     0    72 44974 234856  5  5 90  0  0
 7  0      0 390915552      0 422220    0    0     0     4 46292 236351  5  5 90  0  0
 5  0      0 390914976      0 422160    0    0     0    44 44538 244445  5  5 90  0  0
 5  0      0 390915776      0 422060    0    0     0    72 46930 231723  5  5 90  0  0
 9  0      0 390915712      0 422100    0    0     0    36 43924 240467  5  5 90  0  0
 1  0      0 390913344      0 422200    0    0     0     0 47127 239813  5  5 90  0  0
 8  0      0 390913504      0 422300    0    0     0     0 45801 235993  5  5 90  0  0
 7  0      0 390917312      0 422460    0    0     0     4 44843 240169  5  5 90  0  0
 8  0      0 390915744      0 422500    0    0     0    40 44435 233178  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 390916000      0 422528    0    0     0     4 38657 231505  5  5 90  0  0
 7  0      0 390914752      0 422564    0    0     0     0 46470 242902  5  5 90  0  0
 5  0      0 390915008      0 422604    0    0     0    84 47235 231146  5  5 90  0  0
 6  0      0 390915040      0 422640    0    0     0     0 47831 248501  5  5 90  0  0
 7  0      0 390914624      0 422676    0    0     0   844 49745 235990  5  5 90  0  0
 7  0      0 390914176      0 422712    0    0     0    40 46230 244214  5  5 90  0  0
 8  0      0 390914080      0 422748    0    0     0     8 44251 249936  5  5 90  0  0
 1  0      0 390908384      0 423484    0    0   316     0 34184 191035  5  3 92  0  0
 0  0      0 391285696      0 423204    0    0    40    12  446  451  0  0 100  0  0
 0  0      0 391285088      0 423212    0    0     0     0  244  317  0  0 100  0  0
 0  0      0 391288224      0 423256    0    0     0     4  193  264  0  0 100  0  0
 0  0      0 391288224      0 423268    0    0     0   120  244  373  0  0 100  0  0
 0  0      0 391288704      0 423272    0    0     0     4  169  236  0  0 100  0  0
 0  0      0 391289248      0 423280    0    0     0     4  209  255  0  0 100  0  0
 0  0      0 391289248      0 423284    0    0     0    12  221  261  0  0 100  0  0
 0  0      0 391289248      0 423296    0    0     0     4  280  372  0  0 100  0  0
 0  0      0 391289856      0 423372    0    0     0     4  462  434  0  0 100  0  0
 0  0      0 391289856      0 423376    0    0     0    40  182  256  0  0 100  0  0
 0  0      0 391289856      0 423388    0    0     0     4  190  238  0  0 100  0  0
 0  0      0 391290912      0 423392    0    0     0    12  244  373  0  0 100  0  0
 0  0      0 391291136      0 423400    0    0     0     0  202  248  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 391291360      0 423408    0    0     0    76  160  242  0  0 100  0  0
 0  0      0 391291360      0 423416    0    0     0     4  192  232  0  0 100  0  0
 0  0      0 391291648      0 423420    0    0     0    40  249  360  0  0 100  0  0
 0  0      0 391291648      0 423432    0    0     0     4  158  232  0  0 100  0  0
 0  0      0 391291904      0 423444    0    0     0    88  157  254  0  0 100  0  0
 0  0      0 391292416      0 423448    0    0     0    20  362  328  0  0 100  0  0
 0  0      0 391292416      0 423456    0    0     0     0  267  359  0  0 100  0  0
 0  0      0 391292608      0 423464    0    0     0     8  206  248  0  0 100  0  0
 0  0      0 391292608      0 423472    0    0     0    44  191  238  0  0 100  0  0
 0  0      0 391293152      0 423476    0    0     0     4  191  237  0  0 100  0  0
 0  0      0 391293152      0 423488    0    0     0    72  250  363  0  0 100  0  0
 0  0      0 391293504      0 423564    0    0     0    12  172  240  0  0 100  0  0
 0  0      0 391293504      0 423568    0    0     0     0  184  232  0  0 100  0  0
 0  0      0 391293504      0 423580    0    0     0     4  185  249  0  0 100  0  0
 0  0      0 391293760      0 423584    0    0     0   144  236  368  0  0 100  0  0
