procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 391313376      0 318432    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 391267776      0 364036    0    0 45960     0 3251 3728  0  0 100  0  0
 1  0      0 391249600      0 364176    0    0   252  1032 7295 4476  0  1 99  0  0
 2  0      0 391187008      0 366048    0    0  2024     0 6912 4865  2  0 98  0  0
 3  0      0 391179072      0 382420    0    0 18200    12 5186 6887  3  0 96  0  0
 2  0      0 391137536      0 392232    0    0 13976    32 4353 5607  2  0 97  0  0
 0  0      0 391120160      0 393880    0    0  1360     4 1239  990  1  0 99  0  0
35  0      0 391045504      0 395916    0    0  2412   564 7027 12467  3  0 96  0  0
19  0      0 390943744      0 397316    0    0   772   420 8929 17269  6  1 93  0  0
35  0      0 390910496      0 397460    0    0     0     0 6700 17395  6  1 93  0  0
28  0      0 390878016      0 397544    0    0     8     4 7438 18410  7  1 93  0  0
22  0      0 390839008      0 397568    0    0    16    44 7887 21160  7  1 92  0  0
22  0      0 390799776      0 397732    0    0    60     4 7863 21532  6  1 93  0  0
19  0      0 390745856      0 397740    0    0     0     8 7980 24095  6  1 93  0  0
29  0      0 390745600      0 397744    0    0     0     0 8252 29656  6  1 93  0  0
22  0      0 390740320      0 397752    0    0     0     0 8479 31174  6  1 93  0  0
27  0      0 390728480      0 397760    0    0    16     4 7721 25537  6  1 93  0  0
24  0      0 390728096      0 397764    0    0     0    40 8837 36963  6  1 93  0  0
15  0      0 390715264      0 397776    0    0    12   108 9324 38159  6  1 93  0  0
16  0      0 390714752      0 397780    0    0     0     0 9884 42575  6  1 93  0  0
14  0      0 390709248      0 397800    0    0    32   196 11008 49719  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
23  0      0 390706272      0 397804    0    0     0     4 13384 58619  5  2 93  0  0
27  0      0 390704256      0 397880    0    0     0     4 19302 85610  5  3 92  0  0
22  0      0 390701024      0 397884    0    0     0    68 23202 97148  5  3 92  0  0
28  0      0 390700352      0 397892    0    0     0    44 26566 108749  5  3 92  0  0
24  0      0 390697312      0 397900    0    0     0    32 26962 105682  5  3 92  0  0
14  0      0 390696288      0 397908    0    0     0     4 29328 109894  5  3 92  0  0
17  0      0 390693760      0 397916    0    0     0     0 26560 109024  5  3 92  0  0
17  0      0 390671904      0 397920    0    0     0   104 25703 110560  5  3 92  0  0
29  0      0 390664224      0 397928    0    0     0    44 26791 112130  5  3 92  0  0
22  0      0 390665184      0 397932    0    0     0     8 27169 115376  5  3 92  0  0
20  0      0 390663040      0 397940    0    0     0     8 28089 117498  5  4 92  0  0
23  0      0 390657024      0 398012    0    0     0     0 28720 121073  5  4 92  0  0
13  0      0 390649632      0 398012    0    0     0    24 27136 120719  5  4 92  0  0
19  0      0 390648256      0 398012    0    0     0     4 28847 122593  5  4 92  0  0
17  0      0 390642400      0 398012    0    0     0    40 25369 109317  5  3 92  0  0
21  0      0 390641664      0 398012    0    0     0     4 29259 129883  5  4 92  0  0
23  0      0 390639072      0 398012    0    0     0     0 29675 129840  4  4 92  0  0
14  0      0 390625344      0 398012    0    0     0    84 30046 129850  4  4 92  0  0
24  0      0 390624736      0 398012    0    0     0    24 30475 136357  4  4 92  0  0
26  0      0 390626560      0 398012    0    0     0     8 33151 138116  4  4 91  0  0
27  0      0 390624320      0 398080    0    0     0    44 32750 142122  4  4 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
21  0      0 390623232      0 399688    0    0     0     4 35700 152761  4  5 91  0  0
22  0      0 390622272      0 400312    0    0     4     0 37142 157962  4  5 91  0  0
35  0      0 390620640      0 400316    0    0     0    32 38935 162540  4  5 91  0  0
28  0      0 390617824      0 400324    0    0     0     0 37783 161203  4  5 91  0  0
25  0      0 390616288      0 400328    0    0     0     4 38914 167010  4  5 91  0  0
27  0      0 390613504      0 400304    0    0     0    40 38184 168618  4  5 91  0  0
27  0      0 390610720      0 400316    0    0     4   524 38000 169449  4  5 91  0  0
12  0      0 390610912      0 400320    0    0     0    20 30629 167062  4  5 91  0  0
20  0      0 390607744      0 400264    0    0     0     4 29213 164506  4  5 91  0  0
29  0      0 390607680      0 400776    0    0     0     0 32099 174806  4  5 91  0  0
22  0      0 390603968      0 400852    0    0     0     8 32484 175382  4  5 91  0  0
30  0      0 390601920      0 400852    0    0     0    40 32755 178950  4  5 91  0  0
30  0      0 390600928      0 400852    0    0     0   396 31147 176429  4  5 91  0  0
41  0      0 390598944      0 400732    0    0     0   412 32668 181710  4  6 91  0  0
30  0      0 390600032      0 400732    0    0     0     4 34321 186543  3  6 90  0  0
32  0      0 390603904      0 400732    0    0     0     0 33877 184008  4  6 91  0  0
24  0      0 390601920      0 400732    0    0     0     4 33455 187479  4  6 90  0  0
10  0      0 390600544      0 400732    0    0     0    68 33894 190419  4  6 90  0  0
17  0      0 390599488      0 400732    0    0     0     4 34362 189761  4  6 90  0  0
32  0      0 390596864      0 400732    0    0     0     0 34829 189010  3  6 90  0  0
40  0      0 390595808      0 400836    0    0     0     8 35412 188487  4  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35  0      0 390594272      0 400844    0    0     0     0 33959 189990  3  6 90  0  0
44  0      0 390591712      0 400852    0    0     0    28 34077 190412  4  6 90  0  0
24  0      0 390588928      0 400856    0    0     0    40 34576 187906  3  6 91  0  0
27  0      0 390587072      0 400864    0    0     0     4 35240 185655  3  6 90  0  0
24  0      0 390585248      0 400872    0    0     0     0 34791 185588  3  6 91  0  0
33  0      0 390583456      0 400884    0    0     4     8 34398 188599  4  6 90  0  0
35  0      0 390581376      0 400888    0    0     0    24 34495 189808  4  6 90  0  0
30  0      0 390579616      0 400896    0    0     0     4 34752 190491  3  6 90  0  0
28  0      0 390579264      0 400904    0    0     0    44 34833 191971  3  6 90  0  0
22  0      0 390577024      0 400908    0    0     0     4 34917 190799  4  6 90  0  0
44  0      0 390576320      0 400916    0    0     0     4 35022 190506  4  6 90  0  0
39  0      0 390572512      0 400916    0    0     0    20 33035 184291  4  6 91  0  0
19  0      0 390568448      0 400916    0    0     0     0 34086 190894  4  6 90  0  0
29  0      0 390566464      0 400916    0    0     0     4 33964 191206  3  6 90  0  0
34  0      0 390564512      0 400916    0    0     0    40 34192 190698  3  6 90  0  0
23  0      0 390561280      0 400916    0    0     0     4 33822 189046  4  6 90  0  0
20  0      0 390558336      0 400916    0    0     0    32 35562 191994  4  6 90  0  0
16  0      0 390556864      0 400916    0    0     0     0 35103 190857  3  6 90  0  0
27  0      0 390553920      0 400916    0    0     0     0 34782 191575  4  6 90  0  0
33  0      0 390551808      0 400916    0    0     0     4 35175 190916  3  6 90  0  0
16  0      0 390551328      0 401120    0    0     4   320 34749 191994  3  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 390548032      0 401128    0    0     0    28 34441 191399  4  6 90  0  0
32  0      0 390545088      0 401132    0    0     0    44 34778 190672  3  6 90  0  0
20  0      0 390543328      0 401144    0    0     0     8 35305 190414  4  6 90  0  0
32  0      0 390540256      0 401152    0    0     0     0 34910 191103  4  6 90  0  0
35  0      0 390538560      0 401156    0    0     0     4 34668 192127  3  6 90  0  0
23  0      0 390535776      0 401164    0    0     0    44 34506 190939  4  6 90  0  0
37  0      0 390532224      0 401168    0    0     0    28 34695 189871  4  6 90  0  0
26  0      0 390531200      0 401180    0    0     0     0 44995 183563  3  6 90  0  0
