procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 391038752      0 312192    0    0     1     1    0    0  0  0 100  0  0
 2  0      0 390941152      0 374088    0    0 61240     0 8826 7328  4  0 95  1  0
 4  0      0 390885824      0 378804    0    0  4864   952 8845 6758  3  1 96  0  0
 2  0      0 390816800      0 382732    0    0  3944    32 10489 5630  5  1 95  0  0
 2  0      0 390780320      0 394756    0    0 13844    40 5549 6563  3  0 96  0  0
 3  0      0 390738240      0 406408    0    0 15812    32 4556 6253  3  0 97  0  0
 0  0      0 390713056      0 408860    0    0  2212     4 1688 1209  1  0 99  0  0
 7  0      0 390683712      0 411132    0    0  2412   968 4185 9971  3  0 97  0  0
22  0      0 390675680      0 411804    0    0     4    28 8857 26843  6  1 93  0  0
23  0      0 390628064      0 411816    0    0    48    72 9105 26935  7  1 93  0  0
19  0      0 390627840      0 411860    0    0    40     4 9908 30299  7  1 92  0  0
24  0      0 390625088      0 411868    0    0     0    44 9660 28498  7  1 93  0  0
23  0      0 390624576      0 411980    0    0    56    36 10417 33070  6  1 93  0  0
24  0      0 390623552      0 412076    0    0    88    12 10556 35239  6  1 93  0  0
23  0      0 390602688      0 412156    0    0    20     0 11224 35790  6  1 93  0  0
23  0      0 390602688      0 412168    0    0     0     0 11166 37100  6  1 93  0  0
20  0      0 390602208      0 412176    0    0    32   192 11837 39180  6  1 93  0  0
28  0      0 390602368      0 412192    0    0     0    40 12628 40281  7  1 92  0  0
27  0      0 390600096      0 412152    0    0     0    48 12786 41651  6  1 93  0  0
30  0      0 390594048      0 412160    0    0     0    80 12676 41848  6  1 93  0  0
34  0      0 390593312      0 412160    0    0     0    12 12433 43186  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
31  0      0 390593056      0 412160    0    0     0     0 12820 45093  6  1 93  0  0
17  0      0 390587264      0 412160    0    0     0     4 12392 44189  6  1 93  0  0
26  0      0 390586496      0 412160    0    0     0    88 13123 46722  6  1 93  0  0
35  0      0 390586752      0 412236    0    0     0     4 13939 50629  6  2 93  0  0
26  0      0 390586496      0 412252    0    0     0     0 13948 50776  6  2 93  0  0
29  0      0 390582240      0 412256    0    0     0    12 13060 49260  6  1 93  0  0
30  0      0 390582464      0 412256    0    0     0    56 13698 51337  6  2 93  0  0
34  0      0 390582720      0 412256    0    0     0    60 13985 53025  6  2 93  0  0
16  0      0 390579136      0 412332    0    0     0   116 13977 53007  6  2 93  0  0
27  0      0 390569088      0 412348    0    0     0     4 14866 55999  6  2 92  0  0
38  0      0 390568320      0 412372    0    0     0     0 15195 58906  6  2 93  0  0
44  0      0 390567840      0 412384    0    0     0    12 15131 59258  5  2 93  0  0
27  0      0 390567072      0 412388    0    0     0   516 14970 59788  5  2 93  0  0
