procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  1      0 391524896      0 311576    0    0     1     1    0    0  0  0 100  0  0
 2  0      0 391415488      0 373764    0    0 61732     0 9156 7986  4  0 95  1  0
 2  0      0 391340608      0 379868    0    0  6056   928 10356 6575  3  1 96  0  0
 3  0      0 391318912      0 382596    0    0  2740     8 9405 4648  4  1 95  0  0
 2  1      0 391308736      0 394104    0    0 13008    16 5532 7244  3  0 96  0  0
 2  0      0 391267680      0 406736    0    0 12704    32 3883 4453  3  0 97  0  0
 0  0      0 391213152      0 410784    0    0  8180     4 3044 3865  2  0 98  0  0
 4  0      0 391209440      0 412196    0    0  1316   692 2226 3210  1  0 99  0  0
 6  0      0 391181760      0 413492    0    0  1036    56 8085 18996  6  0 93  0  0
 8  0      0 391169920      0 413504    0    0     0    40 8728 26171  6  1 93  0  0
 8  0      0 391112480      0 413596    0    0    88     4 9717 28018  7  1 93  0  0
 8  0      0 391109760      0 413604    0    0     0    44 10683 35075  7  1 92  0  0
 9  0      0 391104992      0 413736    0    0    68     4 11458 40846  7  1 92  0  0
 8  0      0 391099712      0 413832    0    0    88    12 11499 46210  6  1 93  0  0
 9  0      0 391076256      0 413840    0    0     0     0 15402 65514  7  1 92  0  0
 6  0      0 391069952      0 413860    0    0     0     0 20015 94178  7  2 91  0  0
 8  0      0 391068960      0 413916    0    0     0     4 19144 93149  6  2 92  0  0
 7  0      0 391068224      0 413920    0    0     0   120 17254 89026  6  1 92  0  0
 7  0      0 391067456      0 413940    0    0     0     4 23383 109687  6  2 92  0  0
 8  0      0 391066464      0 413960    0    0     0     0 25586 112194  6  2 92  0  0
10  0      0 391065984      0 413972    0    0     0    12 24277 115155  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 391065216      0 413984    0    0     0     0 22725 118145  6  2 92  0  0
10  0      0 391062528      0 414080    0    0     0     4 22125 122168  6  2 92  0  0
 8  0      0 391061344      0 414092    0    0     0    40 21578 129268  6  2 92  0  0
 7  0      0 391062688      0 414116    0    0     0     4 27455 146211  6  2 92  0  0
 8  0      0 391063552      0 414168    0    0    16     0 28609 156488  6  3 91  0  0
10  0      0 391067104      0 414196    0    0     0    12 38321 197170  6  3 91  0  0
 6  0      0 391054208      0 414228    0    0    16   260 49285 212394  5  4 90  0  0
 5  0      0 391052160      0 414264    0    0     4    36 53789 236233  5  5 90  0  0
 6  0      0 391052032      0 414296    0    0     0    44 52584 231311  5  5 90  0  0
 8  0      0 391052896      0 414328    0    0     0     8 50703 236008  5  5 90  0  0
 7  0      0 391052032      0 414332    0    0     0     0 51548 244214  5  5 90  0  0
 7  0      0 391049280      0 414368    0    0     0    12 50198 243172  5  5 90  0  0
 1  0      0 391047168      0 414400    0    0     0     0 52943 239744  5  5 90  0  0
 5  0      0 391047104      0 414436    0    0     0     4 48309 238656  5  5 90  0  0
 7  0      0 391047488      0 414540    0    0     0    40 48652 247183  5  5 90  0  0
 8  0      0 391045312      0 414576    0    0     0     4 49093 242808  5  5 90  0  0
 7  0      0 391044128      0 414636    0    0     0    84 43662 234470  5  5 90  0  0
 7  0      0 391041952      0 414648    0    0    28  1084 47578 246992  5  5 90  0  0
 5  0      0 391043776      0 414616    0    0     0   336 48084 246220  5  5 90  0  0
 6  0      0 391042720      0 414648    0    0     0     4 49716 240108  6  5 90  0  0
 6  0      0 391045952      0 414652    0    0     0    44 49919 242143  5  5 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 391042560      0 415008    0    0     0     4 47660 249383  5  5 90  0  0
 7  0      0 391040320      0 415080    0    0     0     0 47492 246227  5  5 90  0  0
 6  0      0 391037344      0 415024    0    0     0    12 48951 246322  5  5 90  0  0
 6  0      0 391036928      0 415060    0    0     0     0 47367 244575  5  5 90  0  0
 9  0      0 391035744      0 415084    0    0     0     4 49737 242809  5  5 90  0  0
10  0      0 391034624      0 415112    0    0     0   116 48656 246316  5  5 90  0  0
 7  0      0 391034048      0 415172    0    0     0     8 52413 242043  5  5 90  0  0
10  0      0 391031232      0 415168    0    0     0     0 51182 237740  5  5 90  0  0
 6  0      0 391028224      0 415196    0    0     0    12 46343 237646  5  5 90  0  0
 9  0      0 391024640      0 415192    0    0     0     0 49540 240670  5  5 90  0  0
 5  0      0 391019584      0 417300    0    0     4     8 50978 242809  5  5 90  0  0
 7  0      0 391016192      0 417328    0    0     0    40 46366 245595  5  5 90  0  0
 8  0      0 391013152      0 417292    0    0     0     4 49005 245450  5  5 90  0  0
 6  0      0 391012096      0 417320    0    0     0     0 44254 243643  5  5 90  0  0
 6  0      0 391014848      0 417924    0    0     0    12 49752 240681  5  5 90  0  0
 5  0      0 391013760      0 417964    0    0     4   504 50887 238425  5  5 90  0  0
 5  0      0 391012704      0 417932    0    0     0    16 50650 235631  5  5 90  0  0
 8  0      0 391009984      0 418096    0    0     0    44 49510 242337  5  5 90  0  0
