Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/14/2026 	_x86_64_	(64 CPU)

08:22:14 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:22:15 AM  1000   2961975  212.00    6.00    0.00    0.00  218.00     0  java
08:22:16 AM  1000   2961975    9.00    1.00    0.00    0.00   10.00     0  java
08:22:17 AM  1000   2961975    0.00    0.00    0.00    0.00    0.00     0  java
08:22:18 AM  1000   2961975    0.00    0.00    0.00    0.00    0.00     0  java
08:22:19 AM  1000   2961975    0.00    0.00    0.00    0.00    0.00     0  java
08:22:20 AM  1000   2961975    0.00    0.00    0.00    0.00    0.00     0  java
08:22:21 AM  1000   2961975    0.00    0.00    0.00    0.00    0.00     0  java
08:22:22 AM  1000   2961975   12.00    1.00    0.00    0.00   13.00     0  java
08:22:23 AM  1000   2961975  345.00   28.00    0.00    0.00  373.00     0  java
08:22:24 AM  1000   2961975  378.00   15.00    0.00    0.00  393.00     0  java
08:22:25 AM  1000   2961975  376.00   19.00    0.00    0.00  395.00     0  java
08:22:26 AM  1000   2961975  372.00   22.00    0.00    0.00  394.00     0  java
08:22:27 AM  1000   2961975  371.00   24.00    0.00    0.00  395.00     0  java
08:22:28 AM  1000   2961975  367.00   27.00    0.00    0.00  394.00     0  java
08:22:29 AM  1000   2961975  360.00   32.00    0.00    0.00  392.00     0  java
08:22:30 AM  1000   2961975  363.00   29.00    0.00    0.00  392.00     0  java
08:22:31 AM  1000   2961975  361.00   32.00    0.00    0.00  393.00     0  java
08:22:32 AM  1000   2961975  354.00   38.00    0.00    0.00  392.00     0  java
08:22:33 AM  1000   2961975  350.00   42.00    0.00    0.00  392.00     0  java
08:22:34 AM  1000   2961975  336.00   51.00    0.00    0.00  387.00     0  java
08:22:35 AM  1000   2961975  328.00   61.00    0.00    0.00  389.00     0  java
08:22:36 AM  1000   2961975  307.00   78.00    0.00    0.00  385.00     0  java
08:22:37 AM  1000   2961975  285.00  101.00    0.00    0.00  386.00     0  java
08:22:38 AM  1000   2961975  272.00  110.00    0.00    0.00  382.00     0  java
08:22:39 AM  1000   2961975  270.00  115.00    0.00    0.00  385.00     0  java
08:22:40 AM  1000   2961975  266.00  116.00    0.00    0.00  382.00     0  java
08:22:41 AM  1000   2961975  263.00  120.00    0.00    0.00  383.00     0  java
08:22:42 AM  1000   2961975  269.00  114.00    0.00    0.00  383.00     0  java
08:22:43 AM  1000   2961975  258.00  126.00    0.00    0.00  384.00     0  java
08:22:44 AM  1000   2961975  263.00  119.00    0.00    0.00  382.00     0  java
08:22:45 AM  1000   2961975  255.00  128.00    0.00    0.00  383.00     0  java
08:22:46 AM  1000   2961975  260.00  124.00    0.00    0.00  384.00     0  java
08:22:47 AM  1000   2961975  255.00  127.00    0.00    0.00  382.00     0  java
08:22:48 AM  1000   2961975  261.00  121.00    0.00    0.00  382.00     0  java
08:22:49 AM  1000   2961975  254.00  127.00    0.00    0.00  381.00     0  java
08:22:50 AM  1000   2961975  256.00  126.00    0.00    0.00  382.00     0  java
08:22:51 AM  1000   2961975  242.00  139.00    0.00    0.00  381.00     0  java
08:22:52 AM  1000   2961975  239.00  141.00    0.00    0.00  380.00     0  java
08:22:53 AM  1000   2961975  227.00  151.00    0.00    0.00  378.00     0  java
08:22:54 AM  1000   2961975  218.00  159.00    0.00    0.00  377.00     0  java
08:22:55 AM  1000   2961975  213.00  166.00    0.00    0.00  379.00     0  java
08:22:56 AM  1000   2961975  196.00  181.00    0.00    0.00  377.00     0  java
08:22:57 AM  1000   2961975  215.00  164.00    0.00    0.00  379.00     0  java
08:22:58 AM  1000   2961975  187.00  190.00    0.00    0.00  377.00     0  java
08:22:59 AM  1000   2961975  189.00  189.00    0.00    0.00  378.00     0  java
08:23:00 AM  1000   2961975  194.00  179.00    0.00    0.00  373.00     0  java
08:23:01 AM  1000   2961975  196.00  182.00    0.00    0.00  378.00     0  java
08:23:02 AM  1000   2961975  184.00  192.00    0.00    0.00  376.00     0  java
08:23:03 AM  1000   2961975  184.00  193.00    0.00    0.00  377.00     0  java
08:23:04 AM  1000   2961975  176.00  199.00    0.00    0.00  375.00     0  java
08:23:05 AM  1000   2961975  185.00  192.00    0.00    0.00  377.00     0  java
08:23:06 AM  1000   2961975  171.00  205.00    0.00    0.00  376.00     0  java
08:23:07 AM  1000   2961975  152.00  221.00    0.00    0.00  373.00     0  java
08:23:08 AM  1000   2961975  151.00  223.00    0.00    0.00  374.00     0  java
08:23:09 AM  1000   2961975  149.00  224.00    0.00    0.00  373.00     0  java
08:23:10 AM  1000   2961975  153.00  221.00    0.00    0.00  374.00     0  java
08:23:11 AM  1000   2961975  155.00  219.00    0.00    0.00  374.00     0  java
08:23:12 AM  1000   2961975  149.00  224.00    0.00    0.00  373.00     0  java
08:23:13 AM  1000   2961975  146.00  227.00    0.00    0.00  373.00     0  java
08:23:14 AM  1000   2961975  148.00  226.00    0.00    0.00  374.00     0  java
08:23:15 AM  1000   2961975  149.00  225.00    0.00    0.00  374.00     0  java
08:23:16 AM  1000   2961975  152.00  222.00    0.00    0.00  374.00     0  java
08:23:17 AM  1000   2961975  152.00  222.00    0.00    0.00  374.00     0  java
08:23:18 AM  1000   2961975  147.00  225.00    0.00    0.00  372.00     0  java
