procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 391095104      0 323300    0    0     1     1    0    0  0  0 100  0  0
 0  1      0 391012192      0 381508    0    0 55692   940 9165 7540  5  0 95  0  0
 4  0      0 390915296      0 385796    0    0  4180     0 10575 6186  4  1 95  0  0
 3  0      0 390852672      0 388288    0    0  2424     0 10533 5195  4  1 95  0  0
 2  0      0 390875648      0 403564    0    0 16956    20 5245 6695  3  0 96  0  0
 1  0      0 390830304      0 413132    0    0 14136    32 4291 5779  3  0 97  0  0
 0  0      0 390787008      0 415132    0    0  1788    16 1434 1165  1  0 99  0  0
14  0      0 390707040      0 417812    0    0  2464   624 4680 10613  3  0 96  0  0
25  0      0 390699200      0 417968    0    0     4     8 9377 27099  6  1 93  0  0
17  0      0 390647040      0 417984    0    0    48     4 9246 26921  6  1 93  0  0
19  0      0 390645280      0 418680    0    0    40     4 9654 29370  7  1 92  0  0
27  0      0 390643776      0 418760    0    0     0    44 10276 30895  7  1 92  0  0
21  0      0 390643936      0 418824    0    0    56    12 9984 31002  6  1 93  0  0
35  0      0 390642944      0 418920    0    0    88     0 9933 32891  6  1 93  0  0
17  0      0 390642688      0 418924    0    0     0    12 10572 33054  6  1 93  0  0
31  0      0 390620864      0 418936    0    0     0     0 10507 33577  6  1 93  0  0
32  0      0 390619840      0 418948    0    0     0     4 11321 36551  6  1 93  0  0
 9  0      0 390618592      0 418952    0    0     0    40 11808 38425  6  1 93  0  0
20  0      0 390618848      0 418984    0    0     0     4 12458 40304  6  1 93  0  0
29  0      0 390609056      0 419024    0    0     0     0 12077 39737  6  1 93  0  0
26  0      0 390608832      0 419032    0    0     0    12 12756 43554  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
25  0      0 390609984      0 419104    0    0     0     0 12814 43952  6  1 93  0  0
25  0      0 390609728      0 419112    0    0     0     4 12418 44318  6  1 93  0  0
34  0      0 390602944      0 419112    0    0     0    40 12587 45907  6  1 93  0  0
23  0      0 390603200      0 419120    0    0     0     4 13194 48856  6  1 93  0  0
22  0      0 390599648      0 419128    0    0     0     0 13648 50021  6  2 93  0  0
32  0      0 390598144      0 419140    0    0     0    12 14212 52341  6  2 92  0  0
42  0      0 390596640      0 419140    0    0     0    32 14759 57514  5  2 93  0  0
32  0      0 390596384      0 419140    0    0    28   188 15156 59074  5  2 93  0  0
30  0      0 390595616      0 419144    0    0     0    44 14873 57284  5  2 93  0  0
40  0      0 390595136      0 419124    0    0     0     4 15676 59502  5  2 93  0  0
30  0      0 390593440      0 419172    0    0    16   188 16052 61049  6  2 92  0  0
26  0      0 390592352      0 419184    0    0     4   732 15323 63741  5  2 93  0  0
29  0      0 390592608      0 419188    0    0     0     0 16201 64695  5  2 93  0  0
25  0      0 390592608      0 419204    0    0     0     4 16663 65787  5  2 93  0  0
28  0      0 390592608      0 419256    0    0    16    40 16736 67760  5  2 93  0  0
26  0      0 390592768      0 419272    0    0     0     4 16937 69294  5  2 92  0  0
34  0      0 390590496      0 419276    0    0     0     0 16698 68996  5  2 93  0  0
23  0      0 390588544      0 419296    0    0    52   424 18473 77168  5  3 92  0  0
30  0      0 390584512      0 419312    0    0     0     0 19325 81730  5  3 92  0  0
25  0      0 390583104      0 419328    0    0     0     8 20506 89439  5  3 92  0  0
27  0      0 390581248      0 419344    0    0     0    44 21098 110271  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
32  0      0 390579584      0 419564    0    0     0     4 21075 116023  5  3 92  0  0
33  0      0 390579104      0 419572    0    0     0    12 22350 102811  5  3 92  0  0
37  0      0 390578784      0 419548    0    0    28     0 22242 99822  5  3 92  0  0
29  0      0 390577984      0 419560    0    0     0     0 22278 114478  5  3 92  0  0
26  0      0 390577088      0 419568    0    0     0     4 22609 104039  5  3 92  0  0
40  0      0 390576512      0 419576    0    0     0    40 22805 102784  5  3 92  0  0
25  0      0 390561024      0 419592    0    0     0     8 22580 124101  5  3 92  0  0
36  0      0 390558208      0 419600    0    0     0     0 22379 147033  5  3 92  0  0
36  0      0 390556864      0 419580    0    0     0    12 22364 128463  5  3 92  0  0
20  0      0 390556576      0 419664    0    0     0     0 22591 119677  5  3 92  0  0
23  0      0 390555360      0 419692    0    0     0     8 18715 223485  5  3 92  0  0
19  0      0 390555040      0 419704    0    0     0    40 22424 156496  5  3 92  0  0
20  0      0 390554368      0 419732    0    0     0     4 22015 171388  5  3 92  0  0
22  0      0 390553024      0 419748    0    0     0     0 21724 171538  5  3 92  0  0
36  0      0 390553024      0 419760    0    0     0    12 21011 186407  5  3 92  0  0
27  0      0 390551424      0 419784    0    0     0   336 20155 196431  5  3 92  0  0
37  0      0 390551104      0 419796    0    0     0   300 21658 148081  5  3 92  0  0
27  0      0 390551104      0 419820    0    0     0    44 20831 182836  5  4 92  0  0
11  0      0 390550272      0 419836    0    0     0     4 21490 134259  5  4 92  0  0
40  0      0 390550880      0 419864    0    0     4     0 23845 147395  5  4 91  0  0
31  0      0 390550080      0 419876    0    0     0    12 20914 215635  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  0      0 390551072      0 420396    0    0     0     0 22826 120053  5  4 92  0  0
28  0      0 390551424      0 420416    0    0     0     4 21802 152747  5  4 92  0  0
26  0      0 390550496      0 420432    0    0     0    40 23901 130405  4  4 92  0  0
28  0      0 390550400      0 420452    0    0     0     4 22226 239739  4  4 92  0  0
31  0      0 390549664      0 420472    0    0     0    12 23639 148329  4  4 91  0  0
35  0      0 390549984      0 420524    0    0     0     0 22314 359689  4  4 92  0  0
29  0      0 390549440      0 420540    0    0     0   340 22365 166563  4  4 92  0  0
25  0      0 390549088      0 420568    0    0     0     4 21495 198686  4  4 92  0  0
28  0      0 390548352      0 420656    0    0     0    44 22136 262763  5  4 91  0  0
31  0      0 390548256      0 420672    0    0     0   668 22709 314676  4  4 91  0  0
23  0      0 390547904      0 420696    0    0     0     0 22301 321579  5  4 91  0  0
19  0      0 390548256      0 420712    0    0     0   108 22083 410661  4  4 92  0  0
22  0      0 390548416      0 420768    0    0     0     4 22493 279473  4  4 92  0  0
41  0      0 390548864      0 420792    0    0     0     4 25072 212696  4  5 91  0  0
28  0      0 390547200      0 420816    0    0     0    40 24538 344129  4  5 91  0  0
23  0      0 390546176      0 420800    0    0     0     4 22031 404908  4  4 92  0  0
23  0      0 390544064      0 420820    0    0     0     0 25097 284837  4  5 91  0  0
24  0      0 390538336      0 420880    0    0     0     8 23191 369793  4  4 92  0  0
29  0      0 390540160      0 420964    0    0     0     0 24308 499933  4  4 92  0  0
 7  0      0 390539488      0 420984    0    0     0     4 22962 370595  4  4 92  0  0
42  0      0 390537280      0 421008    0    0     0    40 22516 572315  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 390540288      0 421064    0    0     0     4 23055 571885  4  5 92  0  0
29  0      0 390539936      0 421080    0    0     0    12 20514 468700  4  4 92  0  0
41  0      0 390540640      0 421092    0    0     0     0 21783 710650  4  4 92  0  0
44  0      0 390541984      0 421112    0    0     0   144 24224 275061  4  5 91  0  0
30  0      0 390543616      0 421128    0    0     0    20 24129 521654  4  5 91  0  0
24  0      0 390544512      0 421144    0    0     0    48 23088 519101  4  5 91  0  0
22  0      0 390545280      0 421164    0    0     0     8 23743 616393  4  5 91  0  0
37  0      0 390545920      0 421152    0    0     0     0 25308 655235  3  5 91  0  0
26  0      0 390546400      0 421172    0    0     0    12 25106 553795  4  5 91  0  0
25  0      0 390550592      0 421188    0    0     0    52 25229 501486  3  6 91  0  0
26  0      0 390552288      0 421448    0    0     0     4 24096 794799  3  6 91  0  0
18  0      0 390553856      0 421472    0    0     0    40 24564 327748  4  5 91  0  0
24  0      0 390554464      0 421500    0    0     0     4 23642 853489  3  5 91  0  0
34  0      0 390554304      0 421524    0    0     0     0 23922 691960  3  6 91  0  0
37  0      0 390556704      0 421552    0    0     0    12 24257 538891  3  6 91  0  0
19  0      0 390558592      0 421580    0    0     0     0 25446 845988  3  5 91  0  0
23  0      0 390562240      0 421604    0    0     0     8 25240 767080  3  5 91  0  0
23  0      0 390564096      0 421692    0    0     0    40 23750 738358  3  5 91  0  0
30  0      0 390564128      0 421728    0    0     0     4 25530 311203  4  5 91  0  0
28  0      0 390565376      0 421752    0    0     0     0 22670 628444  3  5 91  0  0
32  0      0 390567616      0 421776    0    0     0   544 24971 472695  4  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33  0      0 390569056      0 421800    0    0     0     0 24007 631720  3  5 91  0  0
39  0      0 390570208      0 421820    0    0     0     4 26188 482304  4  5 91  0  0
21  0      0 390572064      0 421776    0    0     0    44 26005 506024  4  5 91  0  0
15  0      0 390573312      0 421728    0    0     0     4 24676 622109  3  5 91  0  0
34  0      0 390573952      0 421748    0    0     0    12 24268 621668  3  5 91  0  0
23  0      0 390573984      0 421636    0    0     0     0 23198 694488  3  5 91  0  0
30  0      0 390574496      0 421916    0    0     0     0 24670 606554  3  5 91  0  0
18  0      0 390574976      0 421900    0    0     0     4 24604 480993  3  6 91  0  0
29  0      0 390575616      0 421924    0    0     0   324 24794 387553  4  5 91  0  0
19  0      0 390576384      0 421940    0    0     0     4 25829 599054  3  6 91  0  0
32  0      0 390578144      0 422036    0    0     0     0 25978 492009  3  5 91  0  0
32  0      0 390578752      0 422128    0    0     0    12 24907 384921  4  5 91  0  0
28  0      0 390578784      0 422152    0    0     0     0 25150 447367  4  5 91  0  0
28  0      0 390581280      0 422180    0    0     0    28 27930 191580  4  6 91  0  0
32  0      0 390580864      0 422208    0    0     0    68 24675 638801  3  5 91  0  0
23  0      0 390580672      0 422232    0    0     0     4 25366 369851  4  6 91  0  0
46  0      0 390578432      0 422196    0    0     0     0 24882 782419  3  6 91  0  0
11  0      0 390576256      0 422188    0    0     0    12 25069 373250  4  5 91  0  0
24  0      0 390573696      0 422156    0    0     0     0 24186 662797  3  5 91  0  0
27  0      0 390573120      0 422204    0    0     0     4 23796 834886  3  5 91  0  0
23  0      0 390575360      0 422268    0    0     0    40 25033 414450  3  5 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
56  0      0 390574272      0 422788    0    0     0     4 25301 608381  4  5 91  0  0
26  0      0 390572992      0 422812    0    0     0     8 25814 744564  4  5 91  0  0
31  0      0 390574432      0 422844    0    0     0     0 26020 335681  4  6 91  0  0
29  0      0 390575392      0 422872    0    0     0     0 24070 611364  3  5 91  0  0
31  0      0 390576032      0 422928    0    0     0     4 25771 392826  4  5 91  0  0
16  0      0 390579136      0 423024    0    0     0    40 24710 448928  3  5 91  0  0
21  0      0 390581344      0 423056    0    0     0     8 25394 555946  3  5 91  0  0
 0  0      0 390567744      0 423436    0    0   112     0 18038 232500  3  4 93  0  0
 0  0      0 390834112      0 423316    0    0    32    12  496  500  0  0 100  0  0
 0  0      0 390834368      0 423324    0    0     0   572  190  229  0  0 100  0  0
 0  0      0 390835584      0 423328    0    0     0     4  264  345  0  0 100  0  0
 0  0      0 390836544      0 423340    0    0     0    44  172  230  0  0 100  0  0
 0  0      0 390837152      0 423344    0    0     0     4  200  230  0  0 100  0  0
 0  0      0 390837664      0 423352    0    0     0     4  176  222  0  0 100  0  0
 0  0      0 390838176      0 423356    0    0     0    12  260  358  0  0 100  0  0
 0  0      0 390838432      0 423436    0    0     0     0  471  397  0  0 100  0  0
 0  0      0 390839168      0 423444    0    0     0     4  182  232  0  0 100  0  0
 0  0      0 390839168      0 423448    0    0     0    40  224  236  0  0 100  0  0
 0  0      0 390839968      0 423460    0    0     0     4  255  340  0  0 100  0  0
 0  0      0 390839968      0 423464    0    0     0     0  163  196  0  0 100  0  0
