procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 390678720      0 310588    0    0     1     1    0    0  0  0 100  0  0
 3  0      0 390580896      0 372988    0    0 62220     0 8790 6944  5  0 94  1  0
 0  1      0 390542688      0 378304    0    0  5220  1020 10937 6581  4  1 96  0  0
 2  0      0 390517664      0 382228    0    0  3756    12 9932 5077  5  1 94  0  0
 2  0      0 390525856      0 393832    0    0 13264     4 5776 6928  4  0 96  0  0
 1  0      0 390438912      0 405336    0    0 13464    32 3975 5341  2  0 97  0  0
 0  0      0 390430624      0 408960    0    0  5812     4 2485 3052  2  0 98  0  0
 8  0      0 390385696      0 410216    0    0  1592   572 3109 7077  2  0 98  0  0
21  0      0 390365216      0 412396    0    0   796     8 9280 25592  6  1 93  0  0
24  0      0 390330976      0 412408    0    0    48    80 8866 25508  6  1 93  0  0
36  0      0 390325184      0 412452    0    0    40     4 10142 28243  7  1 92  0  0
24  0      0 390323424      0 412508    0    0     0    44 10177 28006  7  1 93  0  0
24  0      0 390322944      0 412572    0    0    56     4 10601 30701  6  1 93  0  0
22  0      0 390321440      0 412672    0    0    88     0 10326 32947  6  1 93  0  0
22  0      0 390319136      0 415164    0    0    24    12 11385 32535  7  1 93  0  0
24  0      0 390301632      0 415176    0    0     0     0 10644 32000  6  1 93  0  0
25  0      0 390300384      0 415184    0    0     0     4 11465 36042  6  1 93  0  0
25  0      0 390295584      0 415188    0    0     0    40 12767 34812  7  1 92  0  0
32  0      0 390295104      0 415212    0    0     0     4 12474 40178  6  1 93  0  0
21  0      0 390288800      0 415244    0    0     8   520 12600 37682  6  1 92  0  0
23  0      0 390282240      0 415252    0    0     0    52 11812 39915  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35  0      0 390281216      0 415256    0    0    32   216 12199 42202  6  1 93  0  0
28  0      0 390277184      0 415268    0    0    16     4 12267 42731  6  1 93  0  0
17  0      0 390272672      0 415272    0    0     0    40 12225 43411  6  1 93  0  0
25  0      0 390274464      0 415352    0    0     0     4 13316 47400  6  2 93  0  0
30  0      0 390273984      0 415372    0    0     0     0 13867 48102  6  2 92  0  0
29  0      0 390272704      0 415296    0    0     0    12 13590 49734  6  2 93  0  0
23  0      0 390272448      0 415208    0    0     0     4 13097 50084  6  2 93  0  0
24  0      0 390272960      0 415184    0    0     4    36 13978 55048  6  2 93  0  0
 6  0      0 390274240      0 415192    0    0     0   116 14061 56482  5  2 93  0  0
43  0      0 390272992      0 415204    0    0     0     4 14559 58751  5  2 93  0  0
42  0      0 390272512      0 415228    0    0     0    12 15135 60043  6  2 92  0  0
28  0      0 390271232      0 415244    0    0     0     0 15114 59922  6  2 92  0  0
32  0      0 390269984      0 415248    0    0     0     0 15013 61513  5  2 93  0  0
29  0      0 390270752      0 415328    0    0     0     4 15401 63341  5  2 92  0  0
26  0      0 390270496      0 415344    0    0     0    40 15187 63057  5  2 93  0  0
19  0      0 390269728      0 415364    0    0     0     4 15858 68000  5  2 92  0  0
35  0      0 390269216      0 415372    0    0     0     0 15906 68615  5  2 92  0  0
34  0      0 390267968      0 415388    0    0    40   420 16786 76861  5  2 92  0  0
20  0      0 390268000      0 415400    0    0     0    76 18500 79871  5  2 92  0  0
32  0      0 390267296      0 415420    0    0     0     4 20044 85147  5  3 92  0  0
38  0      0 390267584      0 415436    0    0     0    44 20323 96064  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
25  0      0 390267104      0 415452    0    0     0     4 21416 101894  5  3 92  0  0
30  0      0 390266400      0 415476    0    0     0     0 20602 164248  5  3 92  0  0
32  0      0 390265952      0 415560    0    0     0    12 22096 161051  5  3 92  0  0
29  0      0 390268480      0 415580    0    0     0     0 23553 104784  5  3 92  0  0
32  0      0 390269056      0 415632    0    0     0     4 21891 110789  5  3 92  0  0
36  0      0 390268544      0 415652    0    0     0    40 22213 104687  5  3 92  0  0
23  0      0 390259072      0 415708    0    0     0     8 22190 116103  5  3 92  0  0
39  0      0 390259872      0 415752    0    0     0    76 21812 143692  5  3 92  0  0
31  0      0 390260640      0 415772    0    0     0   364 22085 105433  5  3 92  0  0
33  0      0 390260960      0 415784    0    0     0   384 21712 125366  5  3 92  0  0
25  0      0 390261184      0 415796    0    0     0     8 21776 149931  5  3 92  0  0
30  0      0 390261664      0 415804    0    0     0    40 21509 160854  5  3 92  0  0
39  0      0 390263232      0 415884    0    0     0     4 23048 166248  5  3 92  0  0
28  0      0 390263104      0 415896    0    0     0    12 21598 250492  4  4 92  0  0
27  0      0 390263840      0 415904    0    0     0     0 23049 115330  5  4 92  0  0
27  0      0 390264352      0 415916    0    0     0     0 22649 141140  5  4 92  0  0
31  0      0 390263104      0 415928    0    0     0     4 22160 126915  5  4 92  0  0
42  0      0 390265760      0 415940    0    0     4   136 21765 208160  5  4 92  0  0
22  0      0 390265664      0 415916    0    0     0     4 19387 275984  5  3 92  0  0
24  0      0 390262336      0 416072    0    0    20     0 21238 193084  5  4 92  0  0
34  0      0 390262016      0 416092    0    0     0    12 23275 124733  5  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28  0      0 390261312      0 416112    0    0     0     0 20771 173746  5  4 92  0  0
37  0      0 390261856      0 416200    0    0     0     4 20917 177246  5  4 92  0  0
27  0      0 390260224      0 416216    0    0     0    40 21403 124469  5  4 92  0  0
29  0      0 390260544      0 416236    0    0     0     4 21245 140564  5  4 92  0  0
27  0      0 390260544      0 416224    0    0     0     0 21495 138586  4  4 92  0  0
41  0      0 390260096      0 416244    0    0     0    12 22336 197143  4  4 92  0  0
22  0      0 390261440      0 416260    0    0     0   416 22231 558419  4  4 92  0  0
30  0      0 390262240      0 416252    0    0     0     4 24038 199763  4  4 92  0  0
29  0      0 390262656      0 416240    0    0     0    44 22255 347184  4  4 92  0  0
41  0      0 390262016      0 416256    0    0     0     4 25843 127838  4  4 91  0  0
32  0      0 390262848      0 416264    0    0     0    12 22571 451185  5  4 91  0  0
25  0      0 390269024      0 416776    0    0     0     0 22068 352441  4  4 92  0  0
24  0      0 390268576      0 416788    0    0     0     0 23812 139514  4  4 91  0  0
28  0      0 390268512      0 416832    0    0     0     4 22552 140792  4  4 91  0  0
19  0      0 390268384      0 416880    0    0     0    40 23330 206376  4  4 91  0  0
21  0      0 390267712      0 416860    0    0     0     4 22326 342165  4  4 92  0  0
28  0      0 390266272      0 416872    0    0     0   508 22974 449486  4  4 92  0  0
28  0      0 390265888      0 416888    0    0     0     8 24488 178943  4  5 91  0  0
32  0      0 390263936      0 416904    0    0     0    92 23534 333670  4  4 92  0  0
26  0      0 390264768      0 416996    0    0     0    48 24736 236789  4  5 91  0  0
35  0      0 390262688      0 417024    0    0     0    40 25851 178237  4  5 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
24  0      0 390261920      0 417116    0    0     0     4 25815 242812  4  5 91  0  0
21  0      0 390263328      0 417268    0    0     0     0 30832 166452  4  5 91  0  0
18  0      0 390264064      0 417296    0    0     0    12 28282 365856  4  5 91  0  0
27  0      0 390264128      0 417320    0    0     0     0 25528 454713  4  5 92  0  0
11  0      0 390262176      0 417336    0    0     0     4 25443 346844  4  5 91  0  0
24  0      0 390261632      0 417332    0    0     0   136 25468 278112  4  5 91  0  0
27  0      0 390260640      0 417352    0    0     0     8 25074 404367  4  5 91  0  0
33  0      0 390261120      0 417308    0    0     0     0 24272 494401  4  5 91  0  0
23  0      0 390261184      0 417328    0    0     0    12 26467 228145  4  5 91  0  0
32  0      0 390262336      0 417340    0    0     0     0 25754 478049  4  5 91  0  0
26  0      0 390262592      0 417428    0    0     0     4 26617 338800  4  5 91  0  0
26  0      0 390262592      0 417444    0    0     0    40 28661 198841  4  5 91  0  0
26  0      0 390262752      0 417432    0    0     0     4 28480 330671  4  5 91  0  0
 8  0      0 390262528      0 417452    0    0     0    12 30093 364746  4  6 91  0  0
19  0      0 390262304      0 417468    0    0     0     0 28290 512061  3  6 91  0  0
41  0      0 390261024      0 417488    0    0     0   552 29515 422040  3  6 91  0  0
44  0      0 390262144      0 417476    0    0     0     8 26059 424142  4  5 91  0  0
55  0      0 390264992      0 417496    0    0     0    40 27086 341803  4  5 91  0  0
28  0      0 390263616      0 417512    0    0     0     4 24540 564143  3  5 91  0  0
31  0      0 390267360      0 417624    0    0     0     0 25601 727156  3  6 91  0  0
26  0      0 390269344      0 417712    0    0     0    12 26243 408968  4  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
47  0      0 390275200      0 417744    0    0     0     0 25632 727317  3  6 91  0  0
46  0      0 390275712      0 417768    0    0     0     4 26266 478980  3  6 91  0  0
40  0      0 390276896      0 417764    0    0   244    44 25192 630805  3  6 91  0  0
19  0      0 390279168      0 417788    0    0     0     4 26966 560469  3  6 91  0  0
23  0      0 390282400      0 417852    0    0     0    72 25181 590429  3  6 91  0  0
28  0      0 390282944      0 417872    0    0     0    12 24984 663606  3  5 91  0  0
22  0      0 390282240      0 417900    0    0     0    36 25401 766745  3  6 91  0  0
27  0      0 390281248      0 417896    0    0     0    28 24715 562508  3  6 91  0  0
33  0      0 390283872      0 418096    0    0     0    40 24202 805342  3  6 91  0  0
14  0      0 390285056      0 418184    0    0     0     4 25254 784359  3  6 91  0  0
13  0      0 390287456      0 418208    0    0     0    12 26191 437235  4  6 91  0  0
28  0      0 390289536      0 418224    0    0     0     0 24351 572037  3  5 91  0  0
15  0      0 390289472      0 418244    0    0     0     0 24865 583938  3  6 91  0  0
45  0      0 390289888      0 418264    0    0     0     4 25224 527797  3  5 91  0  0
