procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390649984      0 318288    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390610208      0 363604    0    0 45820     0 3736 4313  0  0 99  0  0
 1  0      0 390597408      0 363664    0    0    68   880 6734 3958  0  1 99  0  0
 3  0      0 390525120      0 365624    0    0  2040     0 6645 4928  2  0 98  0  0
 3  0      0 390508256      0 381784    0    0 18220    16 5263 7063  3  0 97  0  0
 2  0      0 390423136      0 391588    0    0 13776    32 4291 5453  2  0 97  0  0
 0  0      0 390395168      0 393476    0    0  1596     4 1271  982  1  0 99  0  0
 5  0      0 390349888      0 396328    0    0  2768   628 5855 10523  3  0 96  0  0
 5  0      0 390300864      0 397124    0    0   488    64 8982 21409  6  1 93  0  0
10  0      0 390251744      0 397132    0    0     0    76 8979 27354  6  1 93  0  0
 9  0      0 390161280      0 397148    0    0     8     4 11929 38679  7  1 92  0  0
 6  0      0 390069088      0 397256    0    0    28    44 15961 56574  7  1 92  0  0
10  0      0 390021408      0 397312    0    0    52     4 24622 99956  7  1 92  0  0
 9  0      0 390008096      0 397288    0    0     0     4 29297 108159  6  2 92  0  0
 7  0      0 390004640      0 397292    0    0     0     8 31007 117703  6  2 92  0  0
10  0      0 390003008      0 397300    0    0     0     0 33716 129910  6  2 92  0  0
 9  0      0 390007008      0 397308    0    0     0     4 35082 129808  6  2 92  0  0
 8  0      0 390009920      0 397312    0    0     0    40 32542 130530  6  2 92  0  0
 9  0      0 390011520      0 397324    0    0     0     4 37873 151444  6  2 92  0  0
 8  0      0 390016448      0 397328    0    0     0     8 45689 169104  6  3 92  0  0
10  0      0 390018368      0 397336    0    0     0     0 54817 206489  6  3 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 390029504      0 399928    0    0     4     0 58349 213041  6  3 91  0  0
 8  0      0 390031360      0 399936    0    0     0     4 54494 228089  6  3 91  0  0
12  0      0 390029344      0 399940    0    0     0    40 66369 240701  6  4 91  0  0
 6  0      0 390025376      0 399948    0    0     0     4 88797 328932  5  5 89  0  0
12  0      0 390026624      0 399956    0    0    32   188 86506 336379  5  5 89  0  0
 8  0      0 390025952      0 399964    0    0     0     4 87810 341122  5  5 89  0  0
 7  0      0 390032832      0 399972    0    0     0     0 91743 351569  5  5 89  0  0
 7  0      0 390031968      0 399944    0    0    28    36 91527 356424  5  5 89  0  0
 9  0      0 390029664      0 399952    0    0     0    44 93448 351846  5  5 89  0  0
 8  0      0 390028864      0 399956    0    0     0     4 93537 336057  5  5 89  0  0
11  0      0 390031328      0 400036    0    0     0     0 91250 342493  5  6 89  0  0
 6  0      0 390029248      0 400044    0    0     4   684 90893 356691  5  5 89  0  0
 8  0      0 390033664      0 400048    0    0     0     0 85969 341112  5  5 89  0  0
11  0      0 390035456      0 400060    0    0     0     4 90676 347671  5  6 89  0  0
11  0      0 390043168      0 400064    0    0     0    40 92074 358661  5  5 89  0  0
 5  0      0 390049280      0 400072    0    0     0     4 88813 351217  5  5 89  0  0
 7  0      0 390058400      0 400076    0    0     0     8 89866 353886  5  6 89  0  0
 8  0      0 390056992      0 400084    0    0    36   676 87256 330167  5  5 89  0  0
 7  0      0 390062816      0 400088    0    0     0   520 90284 342582  5  6 89  0  0
 9  0      0 390063680      0 400096    0    0     0     4 91945 346181  5  5 89  0  0
 8  0      0 390063584      0 400172    0    0     0    44 92391 335635  5  6 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 390066976      0 400176    0    0     0     4 91971 353848  5  6 89  0  0
 6  0      0 390065376      0 400192    0    0     0     8 90573 341992  5  5 89  0  0
 7  0      0 390062688      0 400196    0    0     0     0 90185 343941  5  5 89  0  0
 6  0      0 390067360      0 400204    0    0     0     0 93317 342010  5  5 89  0  0
 7  0      0 390071808      0 400176    0    0     0     4 92407 348468  5  6 89  0  0
 9  0      0 390071712      0 400184    0    0     0    40 91400 352440  5  6 89  0  0
 7  0      0 390084160      0 400180    0    0     0     8 88047 335280  5  5 89  0  0
 4  0      0 390081888      0 400184    0    0     0     0 97919 336683  5  6 89  0  0
 9  0      0 390089856      0 400192    0    0     0     4 97661 346474  5  6 89  0  0
 8  0      0 390088256      0 400268    0    0     0    12 96078 343171  5  6 89  0  0
 8  0      0 390090048      0 400276    0    0     4    60 92673 347550  5  6 89  0  0
 6  0      0 390094240      0 400280    0    0     0    40 95016 343453  5  6 89  0  0
 8  0      0 390096736      0 400192    0    0    16     4 93919 346516  5  6 89  0  0
12  0      0 390100224      0 400200    0    0     0     0 93026 343804  5  6 89  0  0
