procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 391308128      0 318988    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 391257760      0 364376    0    0 45908     0 3379 3525  0  0 99  0  0
 1  0      0 391242944      0 364568    0    0   220   968 6980 4190  0  1 99  0  0
 3  0      0 391174560      0 366452    0    0  1944     0 7085 4909  2  1 98  0  0
 2  0      0 391151744      0 382256    0    0 17420    12 5290 6717  3  0 96  0  0
 2  0      0 391097856      0 392052    0    0 14016    32 4268 5174  2  0 97  0  0
 0  0      0 391066848      0 393668    0    0  1360     4 1117  854  1  0 99  0  0
62  0      0 390965184      0 396020    0    0  2444   952 7981 15877  4  0 96  0  0
16  0      0 390905056      0 397024    0    0   796    72 8546 15487  6  1 93  0  0
17  0      0 390876096      0 397312    0    0     0     0 6728 17084  6  1 93  0  0
29  0      0 390843072      0 397328    0    0     8     8 7524 19239  7  1 93  0  0
21  0      0 390803264      0 397352    0    0    16    44 7899 21264  7  1 92  0  0
31  0      0 390755200      0 397488    0    0    64     4 7960 24485  6  1 93  0  0
23  0      0 390689184      0 397496    0    0     0     8 8015 24266  6  1 93  0  0
13  0      0 390688448      0 397500    0    0     0     0 8255 29901  6  1 93  0  0
17  0      0 390679360      0 397508    0    0     0   504 8780 33027  6  1 93  0  0
27  0      0 390672832      0 397516    0    0     0    36 8476 33780  6  1 93  0  0
27  0      0 390672320      0 397532    0    0    12    40 9762 41099  6  1 93  0  0
21  0      0 390646624      0 397544    0    0     0     4 10977 47368  6  1 93  0  0
44  0      0 390644096      0 397548    0    0     0     8 13094 56605  5  2 93  0  0
21  0      0 390643360      0 397556    0    0     0     0 16185 69877  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  0      0 390640384      0 397560    0    0     0     0 20000 86984  5  3 92  0  0
25  0      0 390637056      0 397640    0    0     0     4 23922 99875  5  3 92  0  0
15  0      0 390636128      0 397644    0    0     0    40 24383 104829  5  3 92  0  0
15  0      0 390627200      0 397652    0    0     0     4 25715 107932  5  3 92  0  0
29  0      0 390620448      0 397660    0    0    16   188 28611 110077  5  3 92  0  0
25  0      0 390612288      0 397668    0    0     0     4 24921 106593  5  3 92  0  0
29  0      0 390610240      0 397676    0    0     0     0 27441 117807  5  4 92  0  0
17  0      0 390604320      0 397680    0    0     0     4 26930 117307  5  4 92  0  0
25  0      0 390591552      0 397688    0    0     0    44 25863 113752  5  3 92  0  0
30  0      0 390587648      0 397692    0    0     0     8 27246 118417  5  4 92  0  0
14  0      0 390580992      0 397700    0    0     0     0 28452 121513  5  4 92  0  0
20  0      0 390575360      0 400296    0    0     4     8 26716 120479  5  4 92  0  0
11  0      0 390573024      0 400300    0    0     4   668 25907 123797  5  4 92  0  0
18  0      0 390571232      0 400312    0    0     0     4 26158 126963  5  4 92  0  0
22  0      0 390568960      0 400316    0    0     0    40 25950 126282  5  4 92  0  0
20  0      0 390565600      0 400324    0    0     0     4 27887 137679  5  4 92  0  0
15  0      0 390550112      0 400328    0    0     0     8 28460 141967  4  4 91  0  0
28  0      0 390548000      0 400336    0    0     0    28 28725 148849  4  4 91  0  0
23  0      0 390549760      0 400340    0    0     0     0 32705 160445  4  5 91  0  0
29  0      0 390552384      0 400348    0    0     0     8 33634 168468  4  5 91  0  0
31  0      0 390551360      0 400356    0    0     0    44 33070 167549  4  5 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  0      0 390548832      0 400432    0    0     0     4 30924 162901  4  5 91  0  0
19  0      0 390547200      0 400448    0    0     0     8 33327 169038  4  5 91  0  0
31  0      0 390543808      0 400448    0    0     0     8 31956 168127  4  5 91  0  0
36  0      0 390541568      0 400448    0    0     0     4 32850 171868  4  5 91  0  0
22  0      0 390549248      0 400464    0    0     0   340 34222 173615  4  5 91  0  0
25  0      0 390549184      0 400472    0    0     0    40 35024 176275  4  5 91  0  0
20  0      0 390547136      0 400484    0    0     0     8 34103 177101  4  5 91  0  0
26  0      0 390545824      0 400488    0    0     0     0 35264 181694  4  6 91  0  0
25  0      0 390547744      0 400496    0    0     0     4 31411 172473  4  5 91  0  0
27  0      0 390547744      0 400504    0    0     0     0 36383 187879  4  6 90  0  0
43  0      0 390545440      0 400612    0    0     0     8 36149 189924  4  6 90  0  0
26  0      0 390542592      0 400616    0    0     0    40 35001 189032  3  6 90  0  0
44  0      0 390540864      0 400624    0    0     0     4 34688 189266  4  6 90  0  0
24  0      0 390537152      0 400632    0    0     0     0 36967 190829  4  6 90  0  0
42  0      0 390539264      0 400556    0    0     0     8 36043 189403  3  6 90  0  0
43  0      0 390537184      0 400564    0    0     0     0 35141 190220  3  6 90  0  0
26  0      0 390534592      0 400568    0    0     0     4 35730 191291  4  6 90  0  0
28  0      0 390533632      0 400580    0    0     0    44 35461 190734  3  6 90  0  0
28  0      0 390531072      0 400584    0    0     0     4 34840 190313  4  6 90  0  0
27  0      0 390533984      0 400592    0    0     0     8 35338 187669  4  6 90  0  0
39  0      0 390535104      0 400632    0    0     8     0 35784 185854  4  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 390535488      0 400640    0    0     0     0 34265 184989  3  6 90  0  0
33  0      0 390534880      0 400648    0    0     4    56 35106 187918  3  6 90  0  0
32  0      0 390533792      0 400652    0    0     0    40 35880 190431  3  6 90  0  0
35  0      0 390531968      0 400660    0    0     0     4 35427 190284  3  6 90  0  0
33  0      0 390531136      0 400660    0    0     0     0 35525 190155  4  6 90  0  0
29  0      0 390530176      0 400664    0    0    20     8 35173 188613  4  6 90  0  0
37  0      0 390530656      0 400664    0    0     0    28 35153 189773  3  6 90  0  0
44  0      0 390529024      0 400664    0    0     0     4 35389 190515  3  6 90  0  0
28  0      0 390526112      0 400664    0    0     0    44 35369 190421  3  6 90  0  0
41  0      0 390524928      0 400736    0    0     0     4 36743 190469  4  6 90  0  0
30  0      0 390521728      0 400736    0    0     0     0 35270 191583  4  6 90  0  0
36  0      0 390519488      0 400736    0    0     0   288 35858 190567  4  6 90  0  0
22  0      0 390516064      0 400736    0    0     0    40 36438 191778  4  6 90  0  0
42  0      0 390512928      0 400736    0    0     0    56 36326 190861  3  6 90  0  0
45  0      0 390511264      0 400812    0    0     0    40 35057 189377  3  6 90  0  0
23  0      0 390508960      0 400816    0    0     0     4 35455 190243  3  6 90  0  0
38  0      0 390507648      0 400824    0    0     0     8 35567 190815  4  6 90  0  0
38  0      0 390506176      0 400832    0    0     0     0 36267 191242  3  6 90  0  0
42  0      0 390503936      0 400836    0    0     0     0 36372 190344  3  6 90  0  0
33  0      0 390500576      0 400912    0    0     0     4 36725 190674  4  6 90  0  0
33  0      0 390498336      0 400920    0    0     0    40 36199 191415  4  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 390495040      0 400928    0    0     0     8 36291 191170  4  6 90  0  0
34  0      0 390491424      0 400932    0    0     0     0 35829 191012  3  6 90  0  0
37  0      0 390488608      0 400944    0    0     0     8 35762 191611  3  6 90  0  0
15  0      0 390485568      0 400952    0    0     0     0 35850 192433  3  6 90  0  0
38  0      0 390438048      0 422284    0    0 24016    44 37393 192793  4  6 90  0  0
41  0      0 390398080      0 428192    0    0  6344    44 36756 191942  5  6 89  0  0
33  0      0 390379136      0 429892    0    0  1716    16 35689 191888  4  6 89  0  0
34  0      0 390377088      0 429904    0    0     0     0 36611 190820  3  6 90  0  0
28  0      0 390374624      0 430412    0    0     0     8 38078 190666  4  6 90  0  0
43  0      0 390372416      0 430420    0    0     0   288 36284 192239  3  6 90  0  0
30  0      0 390371072      0 430424    0    0     0    24 37466 191252  3  6 90  0  0
41  0      0 390369728      0 430432    0    0     0    40 36155 191116  3  6 90  0  0
34  0      0 390366656      0 430440    0    0     0     4 35527 189150  4  6 91  0  0
50  0      0 390367232      0 430444    0    0     0     0 36203 190975  3  6 90  0  0
25  0      0 390369600      0 430452    0    0     0     4 36387 191167  4  6 90  0  0
36  0      0 390369632      0 430464    0    0     0    24 36438 190985  3  6 90  0  0
38  0      0 390369088      0 430472    0    0     0     8 35020 188665  3  6 90  0  0
22  0      0 390368032      0 430476    0    0     0    40 35812 191202  3  6 90  0  0
15  0      0 390352448      0 436128    0    0  5828     4 37385 191301  4  6 90  0  0
20  0      0 390331744      0 437756    0    0  1652     8 37342 192211  4  6 90  0  0
20  0      0 390324672      0 437836    0    0    76     0 36745 191216  4  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
