procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390851776      0 355484    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390820352      0 401184    0    0 46024     0 3528 3858  0  0 99  0  0
 1  0      0 390820096      0 401332    0    0    96   980 6808 4076  0  1 99  0  0
 3  0      0 390787776      0 442316    0    0 41128     8 7574 5318  1  0 98  0  0
 3  0      0 390802144      0 458108    0    0 17300    12 5537 6614  3  0 96  0  0
 3  0      0 390759360      0 470216    0    0 15920    32 4420 5682  2  0 97  0  0
 0  0      0 390700672      0 474084    0    0  4412     4 2244 2165  2  0 98  0  0
28  0      0 390600800      0 480332    0    0  5840   548 6319 17899  2  1 97  0  0
37  0      0 390594880      0 480572    0    0   348    20 27112 151905  6  4 90  0  0
43  0      0 390595744      0 480632    0    0     0     0 26761 172981  6  4 90  0  0
48  0      0 390598592      0 480836    0    0   124     4 27868 168252  6  4 90  0  0
23  0      0 390600672      0 480924    0    0   148    44 27416 131645  5  4 91  0  0
13  0      0 390602592      0 481140    0    0   124    12 26392 145069  5  4 91  0  0
30  0      0 390606560      0 481224    0    0     8    12 26002 247345  5  4 92  0  0
25  0      0 390610112      0 481152    0    0     0     0 27260 121765  5  4 91  0  0
34  0      0 390615808      0 481140    0    0     0     0 26595 127829  5  4 92  0  0
39  0      0 390623744      0 481164    0    0     0     4 24065 237704  4  4 92  0  0
37  0      0 390641920      0 483684    0    0     4    40 26405 154439  4  4 92  0  0
29  0      0 390645856      0 483736    0    0     0     4 25821 163829  4  4 92  0  0
 1  0      0 390641184      0 483788    0    0     0     0 25339 152709  4  4 92  0  0
18  0      0 390636480      0 483836    0    0     0    12 25506 121808  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
30  0      0 390625856      0 483888    0    0     0     0 25536 159279  4  4 92  0  0
21  0      0 390625376      0 483940    0    0     0     4 27724 118112  4  4 92  0  0
31  0      0 390631424      0 483960    0    0     0    72 26645 148550  4  4 92  0  0
37  0      0 390631072      0 483980    0    0    24    32 27020 141984  4  4 92  0  0
18  0      0 390636000      0 484028    0    0    16     0 25083 155766  4  4 92  0  0
41  0      0 390646400      0 484044    0    0     0    12 25487 122708  4  4 92  0  0
33  0      0 390647232      0 484068    0    0     0     0 24932 191585  4  4 92  0  0
38  0      0 390636896      0 484132    0    0    80   872 25490 114703  4  4 92  0  0
17  0      0 390637888      0 484152    0    0     0    44 25846 189552  5  4 91  0  0
34  0      0 390644096      0 484168    0    0     0     8 25358 112248  4  4 92  0  0
 1  0      0 390617728      0 484192    0    0     0    12 26246 116155  4  4 92  0  0
26  0      0 390608128      0 484212    0    0     0     0 27470 117735  4  4 92  0  0
30  0      0 390609344      0 484228    0    0     0     0 26713 120260  4  4 92  0  0
26  0      0 390611360      0 484248    0    0     0     4 26605 228376  4  4 92  0  0
18  0      0 390610112      0 484272    0    0     0    40 26874 130089  4  4 92  0  0
30  0      0 390618816      0 484288    0    0     0     4 25820 134433  4  4 92  0  0
35  0      0 390621152      0 484376    0    0     0     0 26867 119234  4  4 92  0  0
34  0      0 390621088      0 484400    0    0     0     8 26952 129816  4  4 92  0  0
27  0      0 390627744      0 484412    0    0    52   672 26127 121297  4  4 92  0  0
22  0      0 390629984      0 484436    0    0     0     4 26207 198571  4  4 92  0  0
36  0      0 390634944      0 484456    0    0     0    44 25353 126690  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390622144      0 484468    0    0     0     4 26506 146370  4  4 92  0  0
23  0      0 390624832      0 484480    0    0     0     0 25824 115228  4  4 92  0  0
 1  0      0 390625344      0 484492    0    0     0    12 25863 117534  4  4 92  0  0
27  0      0 390629856      0 484504    0    0     0     0 26300 127475  4  4 92  0  0
26  0      0 390625056      0 484516    0    0     0     8 25470 122452  4  4 92  0  0
23  0      0 390621600      0 484568    0    0     0    40 26952 119333  4  4 92  0  0
31  0      0 390630656      0 484580    0    0     0    60 25656 155984  4  4 92  0  0
29  0      0 390632096      0 484592    0    0     0     0 24892 312530  4  4 92  0  0
32  0      0 390636416      0 484604    0    0     0    12 25154 167702  4  4 92  0  0
 1  0      0 390615168      0 484696    0    0     0     0 25581 128798  4  4 92  0  0
28  0      0 390619136      0 484720    0    0     0     4 24858 198843  4  4 92  0  0
18  0      0 390626432      0 484768    0    0     0   388 26001 139831  4  4 92  0  0
24  0      0 390628672      0 484792    0    0     0   360 26374 131276  4  4 92  0  0
30  0      0 390621984      0 484716    0    0     0    12 25844 117134  4  4 92  0  0
25  0      0 390620608      0 484548    0    0     0     0 26248 121018  4  4 92  0  0
29  0      0 390623776      0 484676    0    0     0     0 25745 171816  4  4 92  0  0
24  0      0 390627808      0 484696    0    0     4     4 25771 150901  4  4 92  0  0
21  0      0 390633568      0 484716    0    0     0    44 24639 157517  4  4 92  0  0
43  0      0 390642336      0 484736    0    0     0     4 25436 127937  4  4 92  0  0
33  0      0 390629824      0 484756    0    0     0     0 25415 127785  4  4 92  0  0
28  0      0 390627104      0 484772    0    0     0    12 25144 174037  5  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  0      0 390627840      0 484796    0    0     0     0 25534 210506  4  4 92  0  0
31  0      0 390634464      0 484848    0    0     0     4 25521 120069  4  4 92  0  0
23  0      0 390634208      0 484932    0    0     0    40 25199 153283  4  4 92  0  0
