procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 391183008      0 312176    0    0     1     1    0    0  0  0 100  0  0
 3  0      0 391096160      0 373120    0    0 60564   908 9000 7940  4  0 95  1  0
 4  0      0 390982784      0 382740    0    0  9212    12 9306 5651  3  1 96  0  0
 3  0      0 390950464      0 387020    0    0  3980     8 8410 4333  4  0 96  0  0
 3  0      0 390878208      0 392704    0    0  6952     4 5082 4846  4  0 96  0  0
 2  0      0 390895648      0 410428    0    0 17056    32 4465 6283  3  0 97  0  0
 4  0      0 390839744      0 417080    0    0 10756     4 4227 4944  3  0 97  0  0
 1  0      0 390839008      0 417420    0    0   340    20  489  582  0  0 100  0  0
27  0      0 390776384      0 419916    0    0  2076     8 6490 14430  5  0 94  0  0
25  0      0 390774624      0 419936    0    0     4     0 8500 25279  6  1 93  0  0
22  0      0 390761568      0 420016    0    0     0     8 8966 25879  7  1 93  0  0
27  0      0 390759072      0 420060    0    0    36    44 9210 27515  7  1 92  0  0
29  0      0 390758048      0 420076    0    0     8     4 9177 27453  7  1 93  0  0
21  0      0 390757792      0 420140    0    0    56     0 9391 28083  6  1 93  0  0
29  0      0 390741664      0 420236    0    0    88    44 10048 31793  6  1 93  0  0
28  0      0 390739648      0 420248    0    0     0    32 11515 34704  6  1 93  0  0
30  0      0 390737184      0 420256    0    0     0     4 10960 34121  6  1 93  0  0
27  0      0 390736928      0 420260    0    0     0    40 11313 35270  6  1 93  0  0
29  0      0 390735200      0 420272    0    0     0     4 11842 36400  7  1 92  0  0
32  0      0 390734464      0 420288    0    0     0     0 12409 38795  6  1 93  0  0
30  0      0 390730944      0 420376    0    0     0    12 12591 38695  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
30  0      0 390725632      0 420380    0    0     0     0 11911 38280  6  1 93  0  0
16  0      0 390725152      0 420392    0    0     0     4 11809 39509  6  1 93  0  0
38  0      0 390725152      0 420396    0    0     0    40 11528 39624  6  1 93  0  0
27  0      0 390724896      0 420404    0    0     0     4 12081 42520  6  1 93  0  0
29  0      0 390722880      0 420420    0    0     0    12 12377 44762  6  1 93  0  0
33  0      0 390722112      0 420396    0    0     0     0 12574 46227  6  1 93  0  0
35  0      0 390723136      0 420416    0    0     0     0 13448 48871  6  1 93  0  0
19  0      0 390722912      0 420432    0    0    32    36 13216 48579  6  1 93  0  0
 9  0      0 390723456      0 420440    0    0     0    52 13273 49503  6  1 93  0  0
29  0      0 390723712      0 420444    0    0     0     4 12976 47345  6  1 93  0  0
34  0      0 390723456      0 420460    0    0     8   704 13332 51012  6  1 93  0  0
42  0      0 390722976      0 420472    0    0    32   200 14026 54711  6  2 93  0  0
29  0      0 390721248      0 420488    0    0     0   612 14921 56153  6  2 93  0  0
35  0      0 390721536      0 420712    0    0   260     4 14708 57859  6  2 93  0  0
67  0      0 390721792      0 420720    0    0     0    40 14806 58206  5  2 93  0  0
46  0      0 390718784      0 420732    0    0     0     4 14591 57266  5  2 93  0  0
37  0      0 390718272      0 420808    0    0     0     0 14317 60116  5  2 93  0  0
38  0      0 390718272      0 420828    0    0    52   408 14881 59865  5  2 93  0  0
32  0      0 390718304      0 420808    0    0     0     8 15991 64452  5  2 93  0  0
26  0      0 390718048      0 420892    0    0     0     4 16096 65090  6  2 93  0  0
20  0      0 390717792      0 420780    0    0     0    44 16161 66492  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28  0      0 390717312      0 420792    0    0     0     4 16384 68327  5  2 93  0  0
29  0      0 390717312      0 420812    0    0     0    12 16694 69773  5  2 93  0  0
37  0      0 390716800      0 420828    0    0     0   344 16901 72127  5  2 93  0  0
43  0      0 390715776      0 420840    0    0     0   420 16569 71865  5  2 93  0  0
39  0      0 390715520      0 420852    0    0     0     4 17673 75745  5  2 92  0  0
35  0      0 390714016      0 420876    0    0     0    40 18254 80894  5  2 92  0  0
39  0      0 390712800      0 420864    0    0     0     8 19558 96840  5  3 92  0  0
33  0      0 390712544      0 420872    0    0     0     0 19410 153371  5  3 92  0  0
35  0      0 390711264      0 420892    0    0     0    12 20647 110387  5  3 92  0  0
38  0      0 390712064      0 420800    0    0     0     0 22032 108609  5  3 92  0  0
65  0      0 390697056      0 420816    0    0     0     8 20796 120879  5  3 92  0  0
21  0      0 390694048      0 420832    0    0     0    40 20391 105863  5  3 92  0  0
12  0      0 390693088      0 420852    0    0     0     4 20132 157275  5  3 92  0  0
39  0      0 390694496      0 420872    0    0     0     0 19861 135492  5  3 92  0  0
39  0      0 390693568      0 420888    0    0     0    12 19956 148360  5  3 92  0  0
27  0      0 390693344      0 420908    0    0     0     0 20184 129482  5  3 92  0  0
48  0      0 390693984      0 421020    0    0     0     4 19489 113735  5  3 92  0  0
27  0      0 390694688      0 421044    0    0     0    60 21387 110888  5  3 92  0  0
16  0      0 390695520      0 421572    0    0     0     4 21250 154133  5  3 92  0  0
39  0      0 390695872      0 421596    0    0    20     0 21203 124377  5  3 92  0  0
30  0      0 390695584      0 421612    0    0     0    12 21569 110853  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  0      0 390694336      0 421636    0    0     0     0 21465 109066  5  3 92  0  0
24  0      0 390684768      0 421656    0    0     0     4 20431 128592  5  3 92  0  0
27  0      0 390684032      0 421636    0    0     0    40 20862 126420  5  3 92  0  0
58  0      0 390683840      0 421592    0    0     0     4 21797 119595  5  3 92  0  0
44  0      0 390683136      0 421612    0    0     0    12 22204 154396  5  3 92  0  0
41  0      0 390682144      0 421628    0    0     0     0 21188 184485  5  3 92  0  0
27  0      0 390683040      0 421644    0    0     0   300 21215 149705  5  3 92  0  0
36  0      0 390682208      0 421732    0    0     0     4 19301 132505  5  3 92  0  0
49  0      0 390681632      0 421752    0    0     0   724 18550 156241  5  3 92  0  0
50  0      0 390680256      0 421768    0    0     0     4 17885 208710  5  3 92  0  0
33  0      0 390679200      0 421856    0    0     0     0 20591 120844  5  3 92  0  0
31  0      0 390678048      0 421872    0    0     0    16 20321 138676  5  3 92  0  0
41  0      0 390677248      0 421892    0    0     0   104 19832 161588  5  3 92  0  0
26  0      0 390676352      0 421912    0    0     0    68 21513 128502  5  4 92  0  0
39  0      0 390675360      0 421932    0    0     0    40 19681 166779  5  3 92  0  0
56  0      0 390674144      0 421948    0    0     0     4 19979 212955  5  3 92  0  0
35  0      0 390673472      0 421968    0    0     0     0 22205 137943  5  4 92  0  0
26  0      0 390673280      0 422064    0    0     0     8 21895 134417  5  4 92  0  0
47  0      0 390671840      0 422080    0    0     0     0 20111 212327  5  3 92  0  0
23  0      0 390670400      0 422100    0    0     0     4 19595 207938  5  3 92  0  0
47  0      0 390669184      0 422120    0    0     0    40 20108 188255  5  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
48  0      0 390667200      0 422140    0    0     0     4 21292 288589  4  4 92  0  0
35  0      0 390666112      0 422128    0    0     0     0 19936 186308  5  3 92  0  0
23  0      0 390664640      0 422152    0    0     0    12 21284 342147  4  4 92  0  0
43  0      0 390664224      0 422208    0    0     0     0 20785 329313  4  4 92  0  0
41  0      0 390662240      0 422224    0    0     0     4 21245 265221  4  4 92  0  0
24  0      0 390660064      0 422252    0    0     0    60 21847 410794  4  4 92  0  0
41  0      0 390660000      0 422268    0    0     0     8 25096 263433  4  4 92  0  0
30  0      0 390658816      0 422284    0    0     0    64 23640 219953  4  4 91  0  0
26  0      0 390658944      0 422296    0    0     0     0 21483 345008  4  4 92  0  0
32  0      0 390659328      0 422312    0    0     0     0 22399 494867  4  4 92  0  0
10  0      0 390657600      0 422324    0    0     0     4 22145 265748  4  4 92  0  0
33  0      0 390656448      0 422340    0    0     0     0 23005 343396  4  4 92  0  0
33  0      0 390653536      0 422356    0    0     0     4 23112 176008  4  4 92  0  0
34  0      0 390651808      0 422372    0    0     0     0 22487 555677  4  4 91  0  0
31  0      0 390652608      0 422384    0    0     0    12 22137 431708  4  4 92  0  0
21  0      0 390650720      0 422400    0    0     0     0 21780 384742  4  4 92  0  0
