procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 391214656      0 319712    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 391155680      0 365424    0    0 46036     0 3357 3624  0  0 100  0  0
 1  0      0 391144096      0 365484    0    0    52  1008 6492 4066  0  0 99  0  0
 3  0      0 391081248      0 367420    0    0  2100    72 7399 5055  2  1 98  0  0
 2  0      0 391030336      0 380248    0    0 14704    16 5023 6423  3  0 97  0  0
 2  0      0 390984480      0 393208    0    0 12808    32 3877 4689  3  0 97  0  0
 0  0      0 390970144      0 397088    0    0  8064     4 3130 4546  2  0 98  0  0
 6  0      0 390955552      0 398500    0    0  1536   564 2423 4730  1  0 99  0  0
18  0      0 390811392      0 400320    0    0  1576     0 10229 19522  6  1 93  0  0
32  0      0 390770112      0 400328    0    0     0     0 7838 18054  6  1 93  0  0
24  0      0 390738624      0 400504    0    0     8     4 6995 17814  6  1 93  0  0
27  0      0 390708416      0 400528    0    0    16    44 7335 17264  7  1 92  0  0
22  0      0 390669600      0 400592    0    0    60     4 7606 20432  7  1 93  0  0
19  0      0 390629824      0 400600    0    0     4     0 7834 22268  6  1 93  0  0
34  0      0 390567840      0 400604    0    0     0    12 7987 24132  6  1 93  0  0
19  0      0 390566848      0 400688    0    0     0     0 7905 29485  6  1 93  0  0
17  0      0 390561024      0 400696    0    0     0     4 8302 32082  6  1 93  0  0
21  0      0 390556512      0 400700    0    0    12    40 8495 35146  6  1 93  0  0
24  0      0 390550496      0 400712    0    0     0     4 8996 40849  6  1 93  0  0
13  0      0 390537888      0 400728    0    0     0     0 9487 44257  6  1 93  0  0
21  0      0 390528288      0 400736    0    0     0     8 11111 51977  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 390526784      0 400740    0    0     0     0 12852 58989  6  2 93  0  0
20  0      0 390520512      0 400748    0    0     0     4 14940 68640  6  2 93  0  0
25  0      0 390518304      0 400820    0    0     0    40 18848 88746  5  2 92  0  0
19  0      0 390513632      0 400828    0    0     0     4 21044 100194  5  3 92  0  0
14  0      0 390512448      0 400836    0    0     0     0 21248 100976  5  3 92  0  0
 5  0      0 390509760      0 400844    0    0    16     4 22300 104099  5  3 92  0  0
25  0      0 390508544      0 400852    0    0     0     0 23723 110020  5  3 92  0  0
24  0      0 390499584      0 400856    0    0     4    36 22258 104423  5  3 92  0  0
36  0      0 390485312      0 400864    0    0     0    44 23572 108904  5  3 92  0  0
14  0      0 390472768      0 400868    0    0     0   192 23995 109716  5  3 92  0  0
25  0      0 390468608      0 400876    0    0     0    12 23276 106206  5  3 92  0  0
23  0      0 390465792      0 400884    0    0     0    88 24406 111478  5  3 92  0  0
27  0      0 390464288      0 400888    0    0     4   732 25279 116377  5  4 92  0  0
 6  0      0 390462624      0 400900    0    0     0     4 27196 121516  5  4 92  0  0
18  0      0 390461440      0 400736    0    0     0    40 25276 120814  5  4 92  0  0
16  0      0 390460768      0 400812    0    0     0     4 27660 121784  5  4 92  0  0
12  0      0 390451904      0 400816    0    0     0     0 28772 120757  5  4 92  0  0
24  0      0 390446944      0 400824    0    0    40   308 29149 125049  5  4 92  0  0
12  0      0 390439968      0 400828    0    0     0     0 29386 125226  5  4 92  0  0
16  0      0 390438176      0 400836    0    0     0     4 32716 137481  4  4 91  0  0
25  0      0 390437280      0 400844    0    0     0    44 34736 147895  4  5 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 390438464      0 400848    0    0     0     4 34353 148391  4  5 91  0  0
10  0      0 390437216      0 400936    0    0     0     0 34604 150962  4  5 91  0  0
34  0      0 390435296      0 400940    0    0     0    12 35760 157776  4  5 91  0  0
20  0      0 390433984      0 400948    0    0     0     0 36560 161007  4  5 91  0  0
28  0      0 390432096      0 400952    0    0     0     4 36123 162662  4  5 91  0  0
32  0      0 390430784      0 400960    0    0     0     0 40819 168143  4  5 91  0  0
31  0      0 390430368      0 400964    0    0     0     8 41643 170864  4  6 91  0  0
28  0      0 390428544      0 400968    0    0     0     4 41872 167898  4  5 91  0  0
23  0      0 390426656      0 400976    0    0     0     0 41412 168259  4  6 91  0  0
25  0      0 390426272      0 400984    0    0     0     0 37816 166853  4  5 91  0  0
35  0      0 390426368      0 400992    0    0     0     8 34437 179348  4  6 91  0  0
32  0      0 390431776      0 402848    0    0     4     0 31722 170583  4  5 91  0  0
20  0      0 390430496      0 402856    0    0     0     4 31508 173552  4  5 91  0  0
24  0      0 390433280      0 402864    0    0     0     8 34736 188562  4  6 90  0  0
32  0      0 390435968      0 402868    0    0     0     0 35990 190159  3  6 90  0  0
28  0      0 390435360      0 402876    0    0     0     0 36589 190662  4  6 90  0  0
41  0      0 390433088      0 402880    0    0     0     4 36365 190680  4  6 90  0  0
32  0      0 390434976      0 402892    0    0     0    16 35883 189741  3  6 90  0  0
26  0      0 390434560      0 402896    0    0     0     4 36536 190289  4  6 90  0  0
16  0      0 390434656      0 402904    0    0     0     0 35890 189991  4  6 90  0  0
40  0      0 390436320      0 402908    0    0     0     8 36325 188514  3  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
39  0      0 390437920      0 402916    0    0     0   328 36041 189079  3  6 90  0  0
27  0      0 390437824      0 402924    0    0     0    92 36703 190047  3  6 90  0  0
29  0      0 390437504      0 402928    0    0     0     0 36267 186287  4  6 91  0  0
35  0      0 390437056      0 402936    0    0     0     8 34813 186389  4  6 90  0  0
31  0      0 390439168      0 403012    0    0     0     0 36649 190214  3  6 90  0  0
23  0      0 390440640      0 403020    0    0     0     8 36336 190847  3  6 90  0  0
22  0      0 390440832      0 403028    0    0    20    12 35677 192277  3  6 90  0  0
